track,artist,year,acousticness,danceability,duration_ms,energy,key,liveness,loudness,speechiness,tempo,valence,charted,weeks-on-board
Do Weh You Want,Natalie Burke,2009.0,0.208,0.8690000000000001,239282.0,0.888,A,0.281,-3.861,0.155,102.41,0.833,False,0
Legs - Dance Mix; 2003 Remaster,ZZ Top,2003.0,0.00148,0.631,470827.0,0.7240000000000001,C#/Db,0.0978,-8.096,0.035,125.019,0.794,False,0
Give 'Em What They Want,DMX,2006.0,0.0424,0.8029999999999999,166693.0,0.778,C#/Db,0.0803,-4.902,0.0513,93.688,0.212,False,0
Mniej niż zero,Lady Pank,2003.0,0.215,0.602,238867.0,0.836,G,0.0627,-6.897,0.0414,138.458,0.935,False,0
"Das gefrorene Licht - Island-Krimi, Kapitel 3",Yrsa Sigurðardóttir,2007.0,0.606,0.636,317698.0,0.218,A#/Bb,0.199,-20.032,0.966,162.469,0.3229999999999999,False,0
Kidianfuka,Fally Ipupa,2006.0,0.8190000000000001,0.623,299733.0,0.6659999999999999,F#/Gb,0.359,-6.145,0.0418,160.095,0.7170000000000001,False,0
Yw,Making a Monster,2008.0,0.00173,0.494,128120.0,0.792,C,0.245,-4.306,0.0305,129.626,0.8370000000000001,False,0
L.O.V.E.,Eko Fresh,2004.0,0.231,0.75,231234.0,0.467,C#/Db,0.0444,-8.526,0.308,93.016,0.8059999999999999,False,0
Ztarr Zhyah's Enterprises,Ztarr Zhyah,2004.0,0.159,0.465,161413.0,0.476,A#/Bb,0.355,-9.493,0.0716,166.727,0.302,False,0
Siempre Aka,Gerardo Nieto,2007.0,0.306,0.594,353173.0,0.731,C,0.14,-5.36,0.0533,173.985,0.4320000000000001,False,0
Ode irlandaise,Ylric Illians,2002.0,0.682,0.145,381213.0,0.37,C#/Db,0.716,-17.345,0.0451,88.911,0.0994,False,0
House of Night - Gezeichnet - Teil 1,P.C. Cast,2009.0,0.6829999999999999,0.6609999999999999,317053.0,0.266,C,0.185,-14.86,0.963,74.255,0.297,False,0
"Oh, Ruby, Nechtěj Mi Lásku Brát",Pavel Bobek,2003.0,0.00234,0.598,170333.0,0.52,C,0.1,-9.75,0.0318,110.681,0.8640000000000001,False,0
N'tya,Mohamed Lamine,2004.0,0.057,0.769,245027.0,0.746,C,0.238,-3.934,0.0911,103.993,0.774,False,0
男人KTV,Tiger Hu,2008.0,0.462,0.37,291453.0,0.477,C#/Db,0.114,-7.403,0.0314,143.51,0.232,False,0
Lady Of Ice,Fancy,2009.0,0.0127,0.58,180027.0,0.937,A#/Bb,0.0928,-5.343999999999999,0.0353,121.985,0.964,False,0
Toccata And Fugue In D Minor BWV565 - Single Edit,Johann Sebastian Bach,2002.0,0.638,0.325,219893.0,0.8490000000000001,D,0.352,-5.175,0.0531,99.967,0.408,False,0
All Out Of Love,Andru Donalds,2006.0,0.438,0.573,249000.0,0.691,G#/Ab,0.104,-6.484,0.0292,107.912,0.568,False,0
"Vamos Ya! - ""Move On Up""",Los Fabulosos Cadillacs,2009.0,0.017,0.7170000000000001,165053.0,0.9,F,0.066,-5.6610000000000005,0.0314,151.911,0.985,False,0
"If You Don't, Don't - XFM Session",Jimmy Eat World,2001.0,0.573,0.61,285067.0,0.58,C#/Db,0.107,-6.087999999999999,0.027,129.308,0.328,False,0
Daye Zor E,Diyar,2006.0,0.8140000000000001,0.448,222467.0,0.517,B,0.5870000000000001,-9.13,0.0598,150.14,0.5920000000000001,False,0
Lets Make A Deal,WC,2002.0,0.154,0.8440000000000001,317307.0,0.5920000000000001,F#/Gb,0.484,-4.35,0.35,93.024,0.847,False,0
...,pg.lost,2007.0,0.904,0.268,226587.0,0.0718,B,0.287,-16.989,0.0328,84.835,0.0385,False,0
Ez Hatim,Serhado,2007.0,0.0871,0.62,186000.0,0.753,A#/Bb,0.327,-8.777000000000001,0.434,101.812,0.961,False,0
WPPK 2008,Aqualise,2009.0,0.0116,0.5489999999999999,274893.0,0.652,G,0.113,-6.587999999999999,0.0312,82.775,0.348,False,0
Dawn,Yngwie Malmsteen,2004.0,0.229,0.346,261640.0,0.7140000000000001,F#/Gb,0.161,-7.472,0.0346,139.834,0.316,False,0
"Cornbread, Eddie & Me",RJD2,2006.0,0.000431,0.715,166827.0,0.7020000000000001,B,0.0711,-6.2360000000000015,0.0493,95.02,0.551,False,0
K'm Pee-Du-We,Steve Vai,2005.0,0.515,0.44,239413.0,0.565,E,0.147,-7.7639999999999985,0.0313,141.78799999999995,0.44,False,0
"Where Are We Runnin'? - Live At WXRX, NYC, NY",Lenny Kravitz,2004.0,7.41e-05,0.659,231000.0,0.858,A,0.679,-5.417000000000002,0.0361,127.731,0.922,False,0
125 B - Feuermond: Der Pfad der Täuschung - Teil 03,Die drei ???,2008.0,0.973,0.664,99800.0,0.501,D,0.395,-16.27,0.8909999999999999,81.08,0.764,False,0
Words - Tom Lord-Alge Alt Version,P!nk,2006.0,0.00156,0.359,180760.0,0.735,F,0.166,-5.761,0.0571,106.666,0.277,False,0
D.T.F.N.,Cise Star,2006.0,0.27,0.767,235400.0,0.7809999999999999,G,0.106,-6.086,0.238,102.019,0.464,False,0
Lindo Lago Do Amor,Gonzaguinha,2000.0,0.226,0.833,249960.0,0.387,F#/Gb,0.0572,-12.782,0.0575,125.734,0.962,False,0
Low Tide,ISIS,2006.0,0.0366,0.64,569000.0,0.578,F#/Gb,0.106,-9.367,0.0291,117.793,0.248,False,0
Dancing Qveen,The Spooky Men's Chorale,2007.0,0.804,0.433,261920.0,0.271,F,0.732,-15.642,0.25,137.261,0.299,False,0
Int'o Rione,Cosang,2005.0,0.0453,0.721,266893.0,0.762,A,0.0815,-6.202000000000001,0.243,98.126,0.598,False,0
Child's Walk,Bobby Sanabria,2004.0,0.146,0.401,355760.0,0.66,F,0.0967,-5.642,0.0357,78.808,0.5489999999999999,False,0
Kaiserblick Landler,Aschberger Stub'nmusi,2008.0,0.982,0.506,171320.0,0.236,G,0.128,-14.282,0.0551,158.401,0.785,False,0
"Ни гвоздя, ни жезла",Aleksandr Zvintsov,2001.0,0.346,0.7070000000000001,180400.0,0.878,C#/Db,0.37,-6.45,0.0651,109.993,0.89,False,0
El MZ (En Vivo),El Komander,2006.0,0.285,0.79,181786.0,0.586,C,0.486,-10.013,0.102,118.66,0.962,False,0
Adj Új Erőt,Pokolgép,2006.0,0.0335,0.59,277480.0,0.8390000000000001,A#/Bb,0.125,-5.961,0.03,140.037,0.357,False,0
Keep your Eyes on yours,50 Cent,2003.0,0.00772,0.782,245827.0,0.48,B,0.0951,-12.113,0.361,90.688,0.634,False,0
Ka'aruete Ycua Pytame,Sixto Corbalán,2009.0,0.409,0.528,297786.0,0.463,G,0.123,-7.83,0.034,170.083,0.459,False,0
G'Kar,Christopher Franke,2007.0,0.946,0.326,117480.0,0.0856,G,0.459,-20.165,0.0364,101.228,0.0366,False,0
Rainy Dayz,Mary J. Blige,2001.0,0.195,0.412,276373.0,0.667,F#/Gb,0.305,-6.997000000000001,0.229,68.942,0.5329999999999999,False,0
Stereophobia - TNT Remix,Dark Oscillators,2006.0,0.00023,0.6970000000000001,407139.0,0.732,C#/Db,0.0833,-7.366,0.107,148.011,0.0965,False,0
Bendahlak,Hussam Jneid,2005.0,0.184,0.7170000000000001,288000.0,0.945,F,0.17,-3.281,0.0438,107.958,0.853,False,0
Snijeg Pade Na Behar Na Voce,Meho Puzic,2007.0,0.157,0.573,182307.0,0.655,C,0.263,-2.86,0.0289,118.824,0.76,False,0
This Disaster,New Found Glory,2004.0,6.69e-05,0.407,188253.0,0.922,D,0.208,-3.3280000000000003,0.115,152.274,0.67,False,0
Yine Mi Sen,Cengiz Kurtoğlu,2002.0,0.59,0.5529999999999999,238187.0,0.569,C,0.0823,-10.546,0.0532,106.55,0.5920000000000001,False,0
Commercial (Radiostation Wgcn 107.9 Fm),Dee Cee,2007.0,0.716,0.49,21747.0,0.147,C#/Db,0.282,-22.608,0.414,174.1,0.586,False,0
Mindkiller (Vx Remix),VX,2007.0,0.00236,0.5539999999999999,236453.0,0.943,G,0.089,-7.76,0.0467,139.974,0.476,False,0
"Solfeggietto, Wq.117.1 / H.220",Ricardo Prieto,2009.0,0.956,0.419,81547.0,0.564,G,0.122,-11.734000000000002,0.0617,110.481,0.341,False,0
Injarango,Kamal Haasan,2000.0,0.0889,0.464,375533.0,0.6829999999999999,C#/Db,0.0394,-13.098,0.128,98.125,0.763,False,0
Let It Rain,ZPYZ,2009.0,0.000807,0.6579999999999999,205678.0,0.8240000000000001,G,0.339,-7.207000000000002,0.041,108.013,0.8290000000000001,False,0
Buzei Boarischer,Gitarrenduo Gmeilner-Oettl,2006.0,0.6940000000000001,0.547,100880.0,0.236,D,0.0803,-16.118,0.139,91.843,0.812,False,0
Temudschin,Dschinghis Khan,2007.0,0.0403,0.602,201893.0,0.818,A#/Bb,0.156,-5.059,0.0392,140.06,0.8490000000000001,False,0
Kapitel 95 - Artemis Fowl - Die Rache,Eoin Colfer,2008.0,0.406,0.619,144587.0,0.365,C#/Db,0.341,-13.409,0.96,78.127,0.5,False,0
LK Dấu Tình Sầu/Lệ Đá,Bằng Kiều,2008.0,0.273,0.311,310172.0,0.468,D,0.307,-7.2639999999999985,0.0311,66.775,0.163,False,0
Carmen Suite No.2: Danse bohème,Georges Bizet,2009.0,0.8540000000000001,0.347,277000.0,0.105,C,0.0962,-19.838,0.0345,132.601,0.275,False,0
Dhoom Taana,Shreya Ghoshal,2007.0,0.127,0.8,373357.0,0.8809999999999999,C,0.0976,-6.077000000000001,0.0502,107.998,0.81,False,0
"Turandot, Act III: ""Nessun dorma""",Giacomo Puccini,2007.0,0.873,0.1639999999999999,173267.0,0.298,D,0.1369999999999999,-8.74,0.0354,77.535,0.136,False,0
Frosty The Snowman - Remastered 2006,Bing Crosby,2006.0,0.617,0.519,133413.0,0.368,G,0.0859,-11.622,0.0796,160.37,0.8540000000000001,False,0
China Boy,Dschinghis Khan,2007.0,0.0145,0.69,242853.0,0.833,A#/Bb,0.715,-6.417000000000002,0.038,133.011,0.741,False,0
Żyje się raz,Liber,2008.0,0.0639,0.624,218587.0,0.7340000000000001,A,0.15,-6.013999999999999,0.0349,116.998,0.342,False,0
Bom Tjikke Bom,Kaj og Andrea,2001.0,0.415,0.871,192867.0,0.775,F,0.154,-8.014,0.275,119.87,0.7509999999999999,False,0
"Vocalise, Op.34, No.14",Sergei Rachmaninoff,2002.0,0.994,0.1669999999999999,397000.0,0.0888,C#/Db,0.0984,-21.244,0.0403,91.258,0.0473,False,0
Tgharabna,Alaa Al Amin,2001.0,0.442,0.591,226320.0,0.38,C,0.0846,-12.591,0.0356,143.918,0.286,False,0
Baddalaa Aleyk,Nancy Ajram,2004.0,0.383,0.8059999999999999,274027.0,0.885,A,0.0788,-5.144,0.0469,101.991,0.903,False,0
Kapitel 51,Ken Follett,2009.0,0.691,0.499,227347.0,0.253,C#/Db,0.778,-20.221,0.936,80.781,0.675,False,0
Don't Go Knockin' on My Door,Britney Spears,2000.0,0.23,0.8079999999999999,223533.0,0.7609999999999999,A#/Bb,0.674,-5.614,0.0512,110.965,0.92,False,0
No Te Equivoques - Remix,Redimi2,2006.0,0.0555,0.8059999999999999,239453.0,0.76,C#/Db,0.0876,-6.691,0.258,95.019,0.805,False,0
K.haos-Prinz und Wind-Prinzessin,Samsas Traum,2009.0,0.0018,0.528,213707.0,0.847,C,0.141,-5.537000000000001,0.0882,149.991,0.496,False,0
Oczi cziornyje,Krzysztof Krawczyk,2004.0,0.278,0.5920000000000001,213893.0,0.845,A,0.324,-4.779,0.0452,106.031,0.713,False,0
Ich bin unterwegs,Phil Collins,2003.0,0.5589999999999999,0.624,221053.0,0.634,G,0.309,-8.422,0.0263,102.034,0.532,False,0
Leben,Azad,2001.0,0.261,0.5870000000000001,210440.0,0.594,D,0.108,-8.764,0.21,87.465,0.679,False,0
PW 005 - Teil 24,Point Whitmark,2004.0,0.5660000000000001,0.5920000000000001,88907.0,0.7709999999999999,B,0.838,-13.106,0.91,108.733,0.521,False,0
"Nocturne (1888, after Op. 19/4)",Pyotr Ilyich Tchaikovsky,2007.0,0.946,0.112,221453.0,0.128,D,0.154,-22.675,0.0453,84.10600000000002,0.0669,False,0
"Clarinet Sonata, FP 184: Allegro tristemente: Allegretto - Tres calme - Tempo allegretto",Francis Poulenc,2000.0,0.984,0.149,317333.0,0.0238,A,0.0837,-21.771,0.0402,70.61399999999998,0.0356,False,0
Nachm Gig,Sido,2002.0,0.428,0.715,51800.0,0.227,C#/Db,0.959,-16.822,0.931,91.716,0.846,False,0
"Aquí En Cortito - En Vivo en Dallas, TX / 2004",Los Rieleros Del Norte,2004.0,0.317,0.464,227800.0,0.662,C,0.4920000000000001,-8.359,0.109,112.023,0.685,False,0
"Ain't Nothin' Goin' On But The Rent - 12"" Club Mix",Gwen Guthrie,2007.0,0.102,0.769,206413.0,0.8270000000000001,A#/Bb,0.0484,-8.618,0.132,107.826,0.944,False,0
Fantasia on Christmas Carols,Ralph Vaughan Williams,2003.0,0.976,0.204,690000.0,0.0737,A,0.0788,-23.096,0.0402,80.374,0.116,False,0
Đêm Giao Thừa Nghe Một Khúc Dân Ca,Huong Thuy,2005.0,0.318,0.7609999999999999,263080.0,0.6559999999999999,E,0.198,-5.964,0.0335,120.025,0.815,False,0
"Folge 2: Die Tiere auf dem Bauernhof / Die Ponys auf dem Pferdehof, Kapitel 7",Willi wills wissen,2007.0,0.757,0.615,93167.0,0.471,F,0.6659999999999999,-14.353,0.838,102.598,0.518,False,0
Zrób Sobie Wolne (Skit),O.S.T.R.,2002.0,0.828,0.586,68093.0,0.0765,C#/Db,0.5379999999999999,-27.671,0.561,106.897,0.575,False,0
Rat Is Dead (Rage),CSS,2008.0,9.16e-05,0.531,198600.0,0.947,B,0.327,-3.463,0.0318,140.018,0.8240000000000001,False,0
Schick Mir 'Nen Engel,Overground,2003.0,0.256,0.544,222960.0,0.653,A#/Bb,0.061,-6.272,0.0261,130.939,0.361,False,0
Pneumonia Hawk,Cancer Bats,2006.0,2.88e-05,0.1689999999999999,225773.0,0.914,D,0.393,-4.55,0.0662,94.274,0.342,False,0
Abschied,Luxuslärm,2008.0,0.0119,0.456,248960.0,0.6579999999999999,C#/Db,0.0957,-8.571,0.0462,200.124,0.415,False,0
Волна (DJ Antoine & Yoko Remix Video Edit),DJ Smash,2008.0,0.326,0.816,262147.0,0.565,G,0.0655,-4.507,0.0415,130.014,0.342,False,0
Mambo Nr. 5,Pepe Prado Jr.,2006.0,0.0877,0.6990000000000001,220947.0,0.898,A#/Bb,0.318,-9.065,0.244,174.048,0.843,False,0
Heartbreaker,Michael Jackson,2001.0,0.0184,0.843,309600.0,0.947,C#/Db,0.0888,-2.721,0.0907,136.998,0.847,False,0
Conni geht zelten - Teil 03,Conni,2003.0,0.7709999999999999,0.667,107510.0,0.6920000000000001,B,0.105,-15.112,0.858,110.427,0.503,False,0
Jytä Urpo,Muska,2001.0,0.00513,0.636,268107.0,0.765,F#/Gb,0.154,-5.271,0.0256,129.202,0.7979999999999999,False,0
Clementine,Svavar Knútur,2009.0,0.922,0.644,229738.0,0.259,F,0.0754,-13.188,0.0385,84.523,0.248,False,0
KARWENDEL BOARISCHER,Aschberger Stub'nmusi,2008.0,0.945,0.647,153987.0,0.322,D,0.0889,-12.498,0.0466,78.303,0.72,False,0
Ashes,Five Finger Death Punch,2007.0,0.000423,0.424,224093.0,0.956,C,0.263,-4.666,0.129,180.104,0.098,False,0
Cést la vie,Böhse Onkelz,2000.0,0.000185,0.595,265067.0,0.887,B,0.0697,-5.127000000000002,0.0326,120.069,0.482,False,0
Song of John,Arnel Aquino SJ,2001.0,0.944,0.33,189013.0,0.143,E,0.146,-14.36,0.0314,139.66,0.343,False,0
Uxb41,Mahogany Frog,2005.0,0.108,0.066,237707.0,0.4,G,0.131,-11.693,0.0423,76.097,0.0846,False,0
A zkurzos Buo,Günther Sohm,2009.0,0.705,0.823,316493.0,0.594,C,0.0968,-5.566,0.036,115.854,0.971,False,0
"Praeambulum in E, WV 38",Heinrich Scheidemann,2003.0,0.669,0.172,99107.0,0.284,F#/Gb,0.146,-12.67,0.0344,72.773,0.0358,False,0
Fixing The Error - Original Mix,Xhin,2009.0,7.290000000000001e-05,0.647,708480.0,0.6920000000000001,D,0.112,-6.563,0.0451,124.997,0.0317,False,0
Dirigindo Meu Carro,Xuxa,2003.0,0.43,0.728,99160.0,0.6629999999999999,A,0.211,-5.444,0.116,125.946,0.969,False,0
Conni im Krankenhaus - Teil 14,Conni,2003.0,0.805,0.6829999999999999,88454.0,0.144,C,0.138,-20.404,0.915,138.982,0.467,False,0
P n' Whoa!,PNC,2006.0,0.028,0.882,213013.0,0.7490000000000001,C,0.574,-2.938,0.23,107.006,0.7909999999999999,False,0
"Die tausendjährigen Könige und die Sintflut, Teil 1",C.W. Ceram,2008.0,0.615,0.6579999999999999,604760.0,0.316,B,0.258,-16.882,0.945,91.775,0.411,False,0
Моя звезда,Vyacheslav Butusov,2005.0,0.438,0.514,310365.0,0.35,E,0.117,-13.07,0.0251,78.053,0.47,False,0
Lablabe Joybar Mera,Habib Qaderi,2006.0,0.33,0.487,377853.0,0.862,A#/Bb,0.662,-6.6610000000000005,0.0775,114.219,0.87,False,0
10 Ft. Ganja Plant and Weed,10 Ft. Ganja Plant,2009.0,0.0338,0.753,216800.0,0.495,C#/Db,0.0497,-10.416,0.0397,136.121,0.774,False,0
Prolazi Moja Mladost,Hakala,2005.0,0.0463,0.6940000000000001,182491.0,0.893,A,0.34,-6.033,0.0659,145.916,0.965,False,0
"Sonata for Flute and Continuo in A Minor, QV 1:146: I. Adagio",Johann Joachim Quantz,2009.0,0.884,0.508,125160.0,0.153,G#/Ab,0.168,-19.203,0.039,113.088,0.353,False,0
M21 - Max Orian Remix,Norman,2009.0,0.0238,0.792,563200.0,0.767,D,0.29,-7.97,0.0481,133.009,0.186,False,0
Skok wzwyż,Maciej Malenczuk z zespolem Psychodancing,2009.0,0.222,0.7709999999999999,286400.0,0.792,A,0.103,-5.839,0.187,117.98,0.628,False,0
Conni rettet Oma - Teil 21,Conni,2005.0,0.562,0.6809999999999999,91951.0,0.384,B,0.232,-17.977,0.956,84.54,0.605,False,0
PW 002 - Teil 20,Point Whitmark,2001.0,0.6679999999999999,0.541,95520.0,0.93,F#/Gb,0.826,-7.814,0.895,125.557,0.271,False,0
Land of Hope and Glory,The Band Of H.M. Royal Marines,2000.0,0.93,0.303,391013.0,0.266,B,0.292,-16.445,0.0459,116.244,0.205,False,0
Ixnay On The Autoplay,Maybeshewill,2008.0,0.903,0.502,102240.0,0.322,A,0.0832,-20.302,0.0329,100.015,0.0334,False,0
Menschfeind - Mf Version,Diary Of Dreams,2005.0,0.0065,0.6459999999999999,364867.0,0.753,E,0.129,-8.901,0.0287,99.999,0.113,False,0
Destination - DJ Gollum Remix Edit,Darius & Finlay,2009.0,0.00111,0.5920000000000001,189183.0,0.963,G#/Ab,0.302,-6.127000000000002,0.142,142.015,0.615,False,0
Digital Terror,X-RX,2009.0,3.34e-05,0.6890000000000001,206800.0,0.964,B,0.0915,-4.924,0.0667,140.01,0.742,False,0
Hent-Eon,Denez Prigent,2000.0,0.8390000000000001,0.209,209200.0,0.0852,F#/Gb,0.108,-14.0,0.0406,68.801,0.269,False,0
Baby - FDS Remix,Illmat!c,2004.0,0.0679,0.612,263107.0,0.644,G#/Ab,0.232,-8.546,0.222,167.989,0.463,False,0
Kpaitel 5.5,Leif Davidsen,2004.0,0.227,0.767,75992.0,0.186,C#/Db,0.226,-26.547,0.95,50.944,0.691,False,0
Er wohnt in 'nem Loch,Herbert Knebels Affentheater,2003.0,0.018,0.391,246120.0,0.948,A,0.983,-5.225,0.12,92.986,0.357,False,0
Kung Wala Na Nga,6cyclemind,2008.0,0.00293,0.609,226733.0,0.657,D#/Eb,0.172,-7.187,0.0288,109.01,0.415,False,0
Kratak spoj,Maja Marijana,2008.0,0.0467,0.8009999999999999,184013.0,0.938,G#/Ab,0.11,-2.192,0.0537,137.042,0.726,False,0
Non Stop,Brainpower,2009.0,0.144,0.924,202080.0,0.7020000000000001,A#/Bb,0.185,-6.221,0.365,94.982,0.748,False,0
Oboe Concerto No. 1 in B flat HWV301 (arr. Mackerras & Rothwell) (1991 Digital Remaster): III. Vivace,George Frideric Handel,2002.0,0.887,0.441,126133.0,0.116,A#/Bb,0.0949,-16.016,0.036,132.112,0.624,False,0
Ja cu te uvek voliti,Ljuba Alicic,2003.0,0.191,0.63,224213.0,0.7879999999999999,E,0.26,-4.384,0.0474,105.954,0.8859999999999999,False,0
Fresh Blood,Eels,2009.0,0.298,0.564,264667.0,0.904,C,0.0804,-4.651,0.0536,192.188,0.721,False,0
Patinho Feio,Gritando HC,2000.0,0.0635,0.535,99232.0,0.989,F#/Gb,0.348,-1.601,0.151,95.505,0.664,False,0
Salaame,Pritam,2004.0,0.0945,0.767,317753.0,0.911,G,0.257,-6.193,0.0976,117.945,0.61,False,0
Alexithymie,ddp (Der dicke Polizist),2008.0,0.000271,0.38,148227.0,0.958,A,0.264,-4.522,0.068,110.05,0.243,False,0
Soniye,KK,2005.0,0.0701,0.615,296720.0,0.76,D,0.12,-8.082,0.0761,171.951,0.743,False,0
Ztracenej,Kamil Strihavka,2008.0,0.644,0.58,214147.0,0.459,E,0.0944,-8.252,0.0267,128.095,0.233,False,0
'Zjust Begun,Kaos!,2000.0,0.195,0.711,303067.0,0.8170000000000001,C#/Db,0.129,-4.503,0.4970000000000001,90.182,0.614,False,0
Io sono docile,Gioachino Rossini,2009.0,0.959,0.428,232667.0,0.331,F,0.112,-9.929,0.0527,117.454,0.398,False,0
Cruising FM,Baby Colby,2008.0,0.55,0.69,213000.0,0.488,G#/Ab,0.126,-9.857,0.048,93.986,0.456,False,0
