track,artist,danceability,energy,key,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms,year,weeks-on-board,charted
When Will I See You Smile Again?,Bell Biv DeVoe,0.727,0.436,F#/Gb,-11.862,0.0281,0.0492,0.0686,0.381,124.021,307133,1991,8,True
Georgia On My Mind,Michael Bolton,0.321,0.435,B,-10.942,0.0341,0.256,0.086,0.174,158.465,298133,1990,10,True
My Name Is,Eminem,0.869,0.68,C#/Db,-6.233,0.318,0.0416,0.0914,0.815,85.519,268400,1999,10,True
Foolish Heart,Sharon Bryant,0.642,0.419,C#/Db,-12.609,0.0316,0.481,0.0523,0.755,95.6,279840,1990,5,True
That's The Way Love Goes,Young M.C.,0.849,0.694,F#/Gb,-14.43,0.0642,0.0232,0.0524,0.932,118.309,229307,1991,7,True
No Myth,Michael Penn,0.633,0.795,C,-7.617,0.0319,0.054,0.34,0.833,103.504,250813,1990,16,True
Can't Let Go,Mariah Carey,0.477,0.533,A#/Bb,-11.049,0.0408,0.591,0.139,0.18,162.368,266560,1992,20,True
Church Of Your Heart,Roxette,0.581,0.637,G,-6.039,0.0273,0.0146,0.103,0.608,112.437,195987,1992,11,True
Can't Stop This Thing We Started,Bryan Adams,0.497,0.93,A,-3.902,0.0444,0.0112,0.354,0.47,113.086,195933,1992,20,True
Downtown Train,Rod Stewart,0.527,0.584,A#/Bb,-7.965,0.0314,0.0878,0.117,0.271,114.941,279413,1990,18,True
One Of Us,Joan Osborne,0.316,0.499,A,-7.899,0.0298,0.0108,0.126,0.403,174.782,320467,1996,22,True
Love On My Mind,Xscape,0.892,0.488,D#/Eb,-9.748,0.041,0.0316,0.0284,0.786,101.89,228902,1994,15,True
My Baby Mama,QT,0.688,0.519,D,-8.629,0.0421,0.114,0.0565,0.385,124.125,250973,1997,4,True
Who Is It,Michael Jackson,0.862,0.595,F,-4.655,0.121,0.0152,0.104,0.502,103.168,393307,1993,18,True
Bad Girl,Madonna,0.645,0.484,B,-11.233,0.0396,0.0211,0.0495,0.52,146.897,323333,1993,11,True
Destiny,Myron,0.614,0.419,C#/Db,-10.433,0.308,0.0226,0.0835,0.523,116.056,216493,1998,13,True
That's Not Her Style,Billy Joel,0.65,0.899,D,-4.694,0.0331,0.0412,0.263,0.814,118.245,308000,1990,6,True
December,Collective Soul,0.684,0.645,C,-5.707,0.0272,0.589,0.18,0.366,121.995,285000,1996,39,True
Little Bird,Annie Lennox,0.767,0.521,A,-9.145,0.0351,0.247,0.303,0.672,124.995,292426,1993,12,True
"I Love Music (From ""Carlito's Way"")",Rozalla,0.714,0.686,D,-8.428,0.0294,0.0376,0.0853,0.842,125.982,290000,1994,7,True
Bad Reputation,Freedy Johnston,0.608,0.677,E,-9.951,0.0246,0.0058,0.266,0.787,114.046,248560,1995,12,True
Few And Far Between,"10,000 Maniacs",0.614,0.928,F#/Gb,-6.827,0.032,0.0081,0.025,0.878,133.629,194373,1993,1,True
Gettin' Jiggy Wit It,Will Smith,0.881,0.874,F#/Gb,-4.505,0.139,0.0175,0.154,0.858,107.891,227933,1998,32,True
1-2-3,The Chimes,0.826,0.611,F#/Gb,-12.571,0.0648,0.0336,0.0498,0.919,109.801,203360,1990,5,True
Waiting For That Day,George Michael,0.612,0.777,C,-10.903,0.0403,0.217,0.104,0.557,172.412,289997,1991,10,True
Bang Bang,David Sanborn,0.716,0.915,A#/Bb,-8.153,0.0343,0.589,0.351,0.96,127.074,277432,1992,11,True
Nicety,Michel'le,0.83,0.712,B,-7.447,0.0446,0.0105,0.049,0.814,103.141,211160,1990,16,True
1st Of Tha Month,Bone Thugs-N-Harmony,0.729,0.581,F,-8.235,0.18,0.0777,0.696,0.508,74.038,314680,1996,20,True
Are You That Somebody?,Aaliyah,0.848,0.663,A,-7.078,0.159,0.124,0.0737,0.833,137.953,265667,1999,8,True
All Lips N' Hips,Electric Boys,0.561,0.927,G,-9.808,0.0586,0.0886,0.343,0.11,93.209,264827,1990,6,True
Fastlove,George Michael,0.735,0.64,A#/Bb,-7.522,0.072,0.052,0.345,0.551,104.444,324667,1996,19,True
Happy Days,Silk,0.697,0.544,F#/Gb,-8.879,0.0602,0.00185,0.223,0.526,94.303,318933,1993,5,True
No More Tears,Ozzy Osbourne,0.346,0.749,F#/Gb,-6.506,0.035,0.00167,0.648,0.315,102.591,443240,1992,9,True
Bring The Pain,Method Man,0.835,0.456,F#/Gb,-10.195,0.266,0.38,0.16,0.224,101.889,189760,1995,20,True
Tryin' To Get Over You,Vince Gill,0.578,0.371,D,-10.537,0.0283,0.632,0.165,0.188,60.504,225627,1994,2,True
If Wishes Came True,Sweet Sensation,0.493,0.453,D#/Eb,-10.878,0.0248,0.0944,0.1,0.188,143.725,315160,1990,20,True
Why Can't You Come Home,Ex-Girlfriend,0.777,0.47,G,-13.376,0.0412,0.00754,0.0648,0.712,103.452,348600,1991,8,True
Shoop,Salt-N-Pepa,0.939,0.675,C,-7.232,0.211,0.0915,0.0565,0.795,96.918,248573,1994,25,True
Everyone Falls In Love,Tanto Metro & Devonte,0.754,0.702,A#/Bb,-8.033,0.0429,0.0275,0.0619,0.736,95.998,228360,1999,16,True
You Won't Forget Me,La Bouche,0.722,0.91,C#/Db,-4.135,0.032,0.0182,0.0872,0.687,133.045,196347,1998,20,True
Just Another Day,Jon Secada,0.717,0.642,C#/Db,-10.727,0.0287,0.0194,0.043,0.732,105.894,327427,1992,37,True
Wild Wild West,Will Smith Featuring Dru Hill & Kool Mo Dee,0.861,0.597,A#/Bb,-7.221,0.162,0.0983,0.176,0.694,107.016,268453,1999,17,True
You're The Inspiration,Peter Cetera Featuring Az Yet,0.645,0.6,A#/Bb,-7.605,0.0252,0.0834,0.0599,0.411,143.48,246880,1997,10,True
James Brown Is Dead,L.A. Style,0.599,0.976,C,-7.649,0.0859,0.0013,0.383,0.501,130.724,344400,1992,20,True
Last Kiss,Pearl Jam,0.622,0.692,G,-6.97,0.0276,0.363,0.193,0.774,112.053,195467,1999,21,True
Angel,Jon Secada,0.485,0.477,C,-8.948,0.0262,0.295,0.202,0.134,151.704,275040,1993,22,True
Sleeping With You,Firehouse,0.584,0.815,D#/Eb,-8.151,0.0325,6.45e-05,0.214,0.705,120.799,230733,1993,8,True
Step By Step,New Kids On The Block,0.787,0.63,C,-12.295,0.0609,0.0274,0.161,0.882,125.347,267293,1990,15,True
Rhythm Of My Heart,Rod Stewart,0.582,0.54,C#/Db,-11.021,0.0321,0.0621,0.178,0.433,94.955,254867,1991,18,True
Gett Off,Prince And The N.P.G.,0.655,0.628,A#/Bb,-11.407,0.0946,0.00448,0.29,0.603,99.841,271667,1991,14,True
We've Got It Goin' On,Backstreet Boys,0.758,0.875,D#/Eb,-4.518,0.0363,0.0851,0.227,0.91,112.966,219467,1996,20,True
MMMBop,Hanson,0.683,0.937,A,-6.335,0.0449,0.00481,0.07,0.619,104.872,268653,1997,22,True
When You Talk About Love,Patti LaBelle,0.859,0.761,G#/Ab,-5.504,0.0321,0.0156,0.687,0.922,97.99,333373,1997,12,True
Love Is All Around,Wet Wet Wet,0.523,0.689,A#/Bb,-6.58,0.027,0.228,0.109,0.547,84.09,246240,1994,20,True
Nann,Trick Daddy Featuring Trina,0.837,0.819,D,-5.245,0.211,0.000507,0.323,0.643,149.918,167400,1999,20,True
Under The Bridge,Red Hot Chili Peppers,0.559,0.345,E,-13.496,0.0459,0.0576,0.141,0.458,84.581,264307,1992,26,True
Lucky Love,Ace Of Base,0.769,0.662,F,-7.238,0.0319,0.129,0.0814,0.863,104.104,175747,1996,17,True
Poison,Alice Cooper,0.28,0.908,D,-5.509,0.109,0.0327,0.18,0.26,118.698,270080,1990,19,True
Woof,Snoop Dogg Featuring Mystikal And Fiend,0.797,0.786,F#/Gb,-7.135,0.385,0.066,0.272,0.85,166.239,261867,1999,12,True
You Used To Love Me,Faith Evans,0.702,0.458,C,-8.195,0.035,0.247,0.126,0.678,89.271,269173,1995,20,True
Top Of The World,Van Halen,0.546,0.785,A,-8.788,0.0297,0.0354,0.0935,0.804,127.957,232867,1992,19,True
"When I Fall In Love (From ""Sleepless In Seattle"")",Celine Dion And Clive Griffin,0.19,0.241,G#/Ab,-13.251,0.0322,0.577,0.0952,0.107,68.353,260827,1993,20,True
Think Of You,Usher,0.71,0.431,C,-8.333,0.0388,0.0553,0.0537,0.553,93.105,229333,1995,19,True
Spin That Wheel,Hi Tek 3 Featuring Ya Kid K,0.803,0.924,F,-7.161,0.0701,0.0112,0.0671,0.956,128.284,220360,1990,7,True
Spend My Life,Slaughter,0.504,0.983,C,-3.071,0.0793,0.019,0.339,0.534,115.178,200640,1991,13,True
High,The Cure,0.618,0.717,A,-12.107,0.03,0.0164,0.0594,0.761,114.802,213333,1992,12,True
Runaway,The Corrs,0.423,0.598,F,-7.443,0.0268,0.641,0.34,0.521,151.972,265133,1995,11,True
Mama Said Knock You Out,LL Cool J,0.791,0.759,A#/Bb,-7.378,0.129,0.0314,0.255,0.619,102.382,289693,1991,16,True
Always In My Heart,Tevin Campbell,0.713,0.677,F#/Gb,-6.761,0.0253,0.0282,0.144,0.522,124.152,338732,1994,20,True
Afternoons & Coffeespoons,Crash Test Dummies,0.604,0.866,F,-6.742,0.0335,0.0151,0.357,0.752,122.917,235933,1994,10,True
Foe Tha Love Of $,Bone Thugs-N-Harmony Featuring Eazy-E,0.772,0.695,G,-8.013,0.0735,0.00295,0.427,0.643,137.868,272440,1995,14,True
Whoomp! (There It Is),Tag Team,0.8,0.639,E,-7.406,0.0439,0.00123,0.0803,0.45,129.443,226027,1994,45,True
When I Give My Love,Keith Sweat,0.659,0.538,A,-8.381,0.0365,0.074,0.085,0.518,116.566,365893,1994,4,True
My Heart Belongs To You,Russ Irwin,0.491,0.34,D#/Eb,-12.18,0.0293,0.645,0.112,0.226,133.305,240933,1991,13,True
It's A Party,Busta Rhymes Featuring Zhane,0.665,0.657,F,-8.805,0.274,0.0823,0.176,0.786,178.033,277440,1996,13,True
Hold On (Tighter To Love),Clubland,0.796,0.688,G,-7.932,0.0558,0.00131,0.0888,0.573,119.768,404074,1992,12,True
Loser,Beck,0.654,0.611,D,-10.45,0.119,0.0337,0.405,0.786,85.387,235000,1994,24,True
Only Time Will Tell,Nelson,0.455,0.417,C,-16.817,0.0303,0.316,0.0608,0.464,142.25,233718,1991,14,True
For You,Kenny Lattimore,0.633,0.42,E,-11.784,0.0352,0.737,0.0727,0.482,137.693,236147,1997,20,True
"The Riddler (From ""Batman Forever"")",Method Man,0.798,0.668,A#/Bb,-4.824,0.091,0.0571,0.204,0.438,168.039,213733,1996,11,True
Jazzy Belle,OutKast,0.878,0.651,B,-8.074,0.252,0.0178,0.0408,0.102,92.028,251667,1997,14,True
Said I Loved You...But I Lied,Michael Bolton,0.547,0.569,A#/Bb,-8.644,0.0271,0.189,0.156,0.432,159.713,304867,1994,24,True
Crush,Dave Matthews Band,0.564,0.745,C,-6.933,0.0411,0.262,0.108,0.672,94.044,488734,1999,16,True
I'll Think Of A Reason Later,Lee Ann Womack,0.594,0.833,D#/Eb,-5.543,0.0358,0.0848,0.311,0.663,142.035,218667,1999,20,True
Fly Away,Lenny Kravitz,0.586,0.872,G,-5.066,0.0483,0.018,0.622,0.729,159.925,221333,1999,32,True
The Freshmen,The Verve Pipe,0.571,0.505,C#/Db,-9.312,0.0238,0.0757,0.109,0.276,99.562,269467,1997,42,True
Uncle Tom's Cabin,Warrant,0.633,0.732,G#/Ab,-6.785,0.0707,0.186,0.13,0.273,126.567,241507,1991,6,True
Action,Terror Fabulous Featuring Nadine Sutherland,0.62,0.477,F#/Gb,-12.277,0.169,0.187,0.0522,0.757,123.876,201747,1994,20,True
Get On Up,Jodeci,0.717,0.561,B,-7.898,0.245,0.567,0.439,0.673,93.116,225933,1996,18,True
Fall Down,Toad The Wet Sprocket,0.472,0.856,C,-6.881,0.0326,0.146,0.175,0.774,151.972,202427,1994,17,True
My Favorite Mistake,Sheryl Crow,0.613,0.754,E,-8.191,0.0318,0.00594,0.33,0.576,104.651,245093,1999,10,True
Runaway Train,Soul Asylum,0.613,0.72,C,-7.957,0.0425,0.0132,0.104,0.561,117.341,265867,1993,26,True
The Animal Song,Savage Garden,0.652,0.669,F#/Gb,-7.663,0.037,0.0639,0.0671,0.834,116.088,278000,1999,10,True
Automatic Lover (Call For Love),Real McCoy,0.688,0.98,F,-4.862,0.034,0.0693,0.16,0.538,132.992,227933,1996,19,True
She's Playing Hard To Get,Hi-Five,0.525,0.811,C#/Db,-6.148,0.0602,0.00847,0.266,0.751,199.977,276573,1992,20,True
Knockin' Boots,Candyman,0.94,0.662,G,-8.786,0.292,0.0954,0.376,0.657,101.403,233027,1991,23,True
No Pigeons,Sporty Thievz Featuring Mr. Woods,0.79,0.656,G#/Ab,-11.13,0.301,0.00913,0.131,0.498,95.583,206240,1999,17,True
Groovin',UB40,0.817,0.561,D,-13.311,0.0539,0.00204,0.0421,0.904,99.02,229973,1991,6,True
You Said,Mona Lisa,0.556,0.498,F,-6.796,0.16,0.274,0.0813,0.59,180.21,287960,1996,5,True
Time And Chance,Color Me Badd,0.697,0.451,D,-7.657,0.0776,0.027,0.13,0.249,180.53,263200,1994,19,True
Sweetest Thing,U2,0.524,0.641,C,-8.967,0.0497,0.0437,0.159,0.482,141.65,184543,1999,17,True
Do You See,Warren G,0.769,0.624,C#/Db,-10.558,0.197,0.169,0.378,0.556,95.24,239067,1995,13,True
The Way You Do The Things You Do,UB40,0.885,0.534,F,-8.191,0.155,0.248,0.0357,0.896,80.857,183227,1991,25,True
Grandma Got Run Over By A Reindeer,Elmo & Patsy,0.781,0.53,E,-14.848,0.0685,0.227,0.106,0.817,110.157,206360,1998,1,True
Bang And Blame,R.E.M.,0.694,0.584,G,-9.855,0.0404,0.141,0.112,0.444,120.949,330933,1995,14,True
Tootsee Roll,69 Boyz,0.869,0.725,A,-12.507,0.256,0.0453,0.203,0.699,132.989,261360,1995,38,True
Rock And Roll Dreams Come Through,Meat Loaf,0.564,0.888,C,-3.389,0.0329,0.169,0.182,0.461,112.234,350867,1994,20,True
I'll Be There,Mariah Carey,0.404,0.511,F,-9.427,0.0315,0.716,0.871,0.279,82.025,264160,1992,20,True
Inside Out,Eve 6,0.483,0.818,B,-7.666,0.0444,0.114,0.367,0.691,175.668,219467,1999,14,True
I Had No Right,P.M. Dawn,0.538,0.577,D,-10.265,0.029,0.368,0.104,0.407,165.984,301760,1998,10,True
Foolin' Around,Changing Faces,0.591,0.574,F,-8.276,0.0269,0.228,0.0794,0.229,131.495,268160,1995,20,True
The Way I Feel,Tag,0.59,0.661,A,-11.361,0.0304,0.0401,0.0464,0.406,93.104,249067,1992,8,True
Don't Treat Me Bad,Firehouse,0.616,0.807,G#/Ab,-11.4,0.0348,0.000303,0.193,0.637,111.054,235360,1991,23,True
Thinkin' Bout It,Gerald Levert,0.734,0.659,C#/Db,-5.191,0.0711,0.0983,0.252,0.388,116.485,391040,1998,16,True
B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,0.748,0.799,C#/Db,-9.322,0.0438,0.00348,0.103,0.795,105.569,275107,1991,15,True
Ordinary World,Duran Duran,0.472,0.652,C#/Db,-10.171,0.0305,0.0131,0.14,0.401,140.124,340200,1993,22,True
Someday,Mariah Carey,0.685,0.819,C#/Db,-8.686,0.0405,0.206,0.0251,0.937,109.855,246107,1991,19,True
Poison,Bell Biv DeVoe,0.84,0.56,F#/Gb,-10.53,0.21,0.00195,0.633,0.775,111.815,261853,1990,22,True
Weekend Love,Queen Latifah,0.79,0.574,G#/Ab,-11.129,0.0622,0.00838,0.0963,0.82,98.034,249000,1994,13,True
My Lovin' (You're Never Gonna Get It),En Vogue,0.767,0.839,G#/Ab,-5.519,0.0613,0.0318,0.111,0.461,98.055,281613,1992,30,True
Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg,0.821,0.549,G#/Ab,-3.591,0.0371,0.0437,0.0737,0.963,100.023,360507,1997,19,True
Do You Know (What It Takes),Robyn,0.635,0.74,D#/Eb,-4.439,0.0355,0.00465,0.129,0.857,200.102,221293,1997,28,True
Make Love Like A Man,Def Leppard,0.389,0.916,D,-6.481,0.0513,0.0408,0.28,0.582,205.733,255624,1992,10,True
It's All About U,SWV,0.838,0.401,C,-9.808,0.0506,0.111,0.0478,0.74,93.49,224800,1997,15,True
Brooklyn Zoo,Ol' Dirty Bastard,0.704,0.701,D,-8.031,0.46,0.549,0.664,0.618,92.032,217507,1995,16,True
Advice For The Young At Heart,Tears For Fears,0.665,0.787,F,-8.393,0.0328,0.0736,0.143,0.358,122.478,290640,1990,4,True
I Can't Dance,Genesis,0.914,0.528,D#/Eb,-9.114,0.0508,0.499,0.0454,0.898,107.557,241360,1992,20,True
C.R.E.A.M. (Cash Rules Everything Around Me),Wu-Tang Clan,0.675,0.659,A,-8.787,0.95,0.706,0.113,0.172,79.457,158427,1994,16,True
All Along,Blessid Union Of Souls,0.537,0.291,C#/Db,-9.619,0.0266,0.343,0.11,0.0643,76.086,234707,1996,14,True
Black Velvet,Alannah Myles,0.754,0.366,G#/Ab,-10.07,0.0312,0.273,0.106,0.469,91.147,287440,1990,24,True
Leavin',The Tony Rich Project,0.678,0.406,D,-11.528,0.0436,0.0968,0.0607,0.503,168.053,224000,1997,8,True
Mind Blowin',Smooth,0.768,0.847,G,-4.652,0.122,0.00412,0.0843,0.653,95.046,255960,1995,8,True
"Drink, Swear, Steal & Lie",Michael Peterson,0.672,0.697,B,-7.223,0.0251,0.427,0.131,0.757,103.358,182307,1997,7,True
The Way It Is,Tesla,0.327,0.823,G,-7.122,0.0394,0.019,0.124,0.489,94.023,308867,1990,12,True
One And Only Man,Steve Winwood,0.606,0.87,D,-9.012,0.0282,0.0119,0.127,0.855,104.99,302733,1991,15,True
Now That We Found Love,Heavy D & The Boyz,0.744,0.697,G#/Ab,-14.753,0.0631,0.039,0.171,0.683,119.955,258200,1991,22,True
5 Miles To Empty,Brownstone,0.671,0.733,D#/Eb,-10.884,0.0283,5.01e-05,0.0745,0.803,123.577,225933,1997,16,True
If I Ever Lose My Faith In You,Sting,0.575,0.727,D,-9.539,0.0281,0.00952,0.054,0.504,97.995,270533,1993,20,True
I Wish It Would Rain Down,Phil Collins,0.51,0.667,G#/Ab,-4.715,0.0294,0.292,0.313,0.356,125.887,327747,1990,17,True
I Feel You,Depeche Mode,0.454,0.933,D,-6.539,0.0912,0.024,0.493,0.141,122.909,276080,1993,12,True
Make It Like It Was,Regina Belle,0.466,0.448,F#/Gb,-6.651,0.0293,0.686,0.142,0.153,119.513,307467,1990,11,True
Sin So Well,Rebekah,0.727,0.629,F#/Gb,-5.022,0.0331,0.288,0.107,0.518,119.663,219360,1998,6,True
Tubthumping,Chumbawamba,0.263,0.871,D,-7.496,0.131,0.106,0.363,0.622,206.679,278960,1998,31,True
I Will Be Here For You,Michael W. Smith,0.425,0.519,A,-9.707,0.0279,0.185,0.102,0.208,143.887,273773,1993,20,True
Really Doe,Ice Cube,0.773,0.737,G#/Ab,-8.314,0.146,0.00993,0.295,0.691,96.909,268160,1994,9,True
Girlfriend/Boyfriend,BLACKstreet With Janet,0.892,0.768,A#/Bb,-2.345,0.181,0.0156,0.34,0.566,103.003,243440,1999,11,True
Boom Boom Boom,The Outhere Brothers,0.723,0.857,G,-9.989,0.241,0.0523,0.149,0.642,129.87,201893,1996,20,True
That's The Way Love Goes,Janet Jackson,0.703,0.7,F,-6.789,0.0693,0.302,0.0718,0.582,97.675,265107,1993,23,True
Faded Pictures,Case & Joe,0.705,0.511,F#/Gb,-7.422,0.202,0.125,0.153,0.581,82.011,229773,1999,20,True
Anything Is Possible,Debbie Gibson,0.696,0.861,G#/Ab,-7.298,0.0342,0.253,0.287,0.904,110.069,223453,1991,12,True
Sweet Thing,Mick Jagger,0.811,0.863,C#/Db,-4.133,0.145,0.0126,0.11,0.865,104.837,259520,1993,5,True
Coco Jamboo,Mr. President,0.832,0.838,C#/Db,-5.414,0.0421,0.0791,0.152,0.965,100.021,218733,1997,20,True
Better Than You,Lisa Keith,0.706,0.933,G#/Ab,-4.442,0.0467,0.0339,0.138,0.762,99.451,253667,1994,20,True
Right Here,SWV,0.615,0.72,A,-5.16,0.0658,0.068,0.0889,0.696,94.002,226947,1993,5,True
Hate Me Now,Nas Featuring Puff Daddy,0.678,0.77,A,-4.399,0.222,0.00583,0.109,0.412,90.0,284000,1999,8,True
I Love You/You Bring Me Joy,Mary J. Blige,0.771,0.672,B,-9.281,0.0527,0.33,0.156,0.753,91.048,295893,1995,19,True
Regret,New Order,0.506,0.931,F,-5.635,0.0305,0.00146,0.27,0.865,129.568,248973,1993,19,True
Gangsta,Bell Biv DeVoe,0.724,0.778,C#/Db,-8.924,0.0618,0.00151,0.387,0.768,112.518,269067,1993,17,True
Now And Forever,Richard Marx,0.441,0.258,G,-11.227,0.0276,0.661,0.106,0.172,77.988,214827,1994,27,True
Don't Go Breaking My Heart,Elton John & RuPaul,0.742,0.863,F,-7.823,0.038,0.177,0.0699,0.776,131.196,271133,1994,2,True
Romeo,Dino,0.668,0.892,G,-6.767,0.0775,0.0766,0.135,0.899,108.237,256733,1990,18,True
Sho Nuff,Tela Featuring Eightball & MJG,0.776,0.468,C,-8.35,0.144,0.00138,0.162,0.233,146.149,308027,1997,8,True
Don't Let It Go To Your Head,Brand Nubian,0.849,0.495,F#/Gb,-10.399,0.204,0.00243,0.0722,0.666,99.872,244640,1998,6,True
Both Sides Of The Story,Phil Collins,0.524,0.706,G#/Ab,-6.91,0.0427,0.0383,0.0737,0.425,127.645,403920,1994,17,True
Foe Life,Mack 10,0.917,0.665,G#/Ab,-6.053,0.0924,0.0816,0.196,0.808,91.082,253800,1995,11,True
Release Me,Wilson Phillips,0.724,0.471,C,-11.143,0.0358,0.448,0.218,0.442,97.211,295693,1990,22,True
I Will Remember You (Live),Sarah McLachlan,0.449,0.487,A,-9.967,0.031,0.47,0.691,0.389,76.487,213467,1999,40,True
I'm Your Angel,R. Kelly & Celine Dion,0.62,0.504,C,-7.26,0.0301,0.669,0.11,0.266,112.681,332067,1999,18,True
"Soul To Squeeze (From ""Coneheads"")",Red Hot Chili Peppers,0.663,0.546,F,-5.234,0.0269,0.0322,0.107,0.656,88.171,289533,1994,20,True
Oh Girl,Paul Young,0.57,0.575,A,-7.032,0.0318,0.267,0.0823,0.421,135.903,216373,1990,23,True
In Your Arms,Little Caesar,0.465,0.651,C,-10.418,0.0331,0.176,0.0949,0.271,178.414,263813,1991,5,True
Life Ain't Easy,Cleopatra,0.624,0.845,B,-6.705,0.0637,0.301,0.335,0.546,98.361,200227,1998,5,True
Strawberry Letter 23,Tevin Campbell,0.812,0.834,F#/Gb,-7.722,0.0375,0.0663,0.115,0.817,106.425,196880,1992,9,True
All That Glitters Isn't Gold,The Cover Girls,0.665,0.822,G#/Ab,-9.869,0.0383,0.189,0.162,0.795,117.34,350040,1990,12,True
Release Me,Angelina,0.869,0.732,G#/Ab,-5.405,0.0559,0.0162,0.0627,0.944,130.064,237267,1996,20,True
I'll Be There For You/This House Is Not A Home,The Rembrandts,0.258,0.919,A,-6.927,0.0809,0.065,0.279,0.636,93.62,187293,1996,20,True
Slow Dance (Hey Mr. DJ),R. Kelly & Public Announcement,0.742,0.619,A#/Bb,-4.149,0.0302,0.101,0.122,0.622,119.879,303093,1992,19,True
On Bended Knee,Boyz II Men,0.631,0.516,G#/Ab,-8.225,0.0353,0.413,0.115,0.18,116.654,329800,1995,27,True
Key West Intermezzo (I Saw You First),John Mellencamp,0.673,0.859,B,-6.511,0.0271,0.00497,0.274,0.959,116.477,294293,1997,24,True
Fire Escape,Fastball,0.576,0.813,F#/Gb,-5.69,0.0297,0.00354,0.0712,0.857,125.686,201133,1999,8,True
You,Jesse Powell,0.728,0.324,C,-9.467,0.0258,0.307,0.0554,0.252,112.212,318467,1999,20,True
House Of Broken Love,Great White,0.581,0.468,A,-15.763,0.0314,0.0251,0.0831,0.49,116.04,358427,1990,5,True
Who Am I,Beenie Man,0.628,0.753,B,-8.778,0.468,0.211,0.12,0.559,86.194,196000,1998,20,True
Slam,Onyx,0.876,0.71,B,-12.908,0.347,0.0654,0.918,0.724,98.305,218333,1993,20,True
Come Undone,Duran Duran,0.542,0.793,G#/Ab,-8.203,0.053,0.0423,0.0814,0.708,173.931,256520,1993,25,True
Can I Touch You...There?,Michael Bolton,0.555,0.841,C,-6.704,0.351,0.281,0.244,0.802,82.871,315893,1995,14,True
Nuttin' But Love,Heavy D & The Boyz,0.731,0.499,B,-13.619,0.374,0.0527,0.0362,0.47,202.675,213733,1994,20,True
Back To The Bullet,Saraya,0.406,0.779,C#/Db,-8.454,0.0337,0.0261,0.115,0.47,106.018,229840,1990,9,True
Beautiful Stranger,Madonna,0.52,0.756,B,-3.909,0.0288,0.122,0.389,0.286,122.448,260760,1999,19,True
I Want You,Shana,0.741,0.81,F,-10.751,0.0524,0.241,0.0921,0.827,119.629,305773,1990,23,True
Blue Sky Mine,Midnight Oil,0.631,0.852,C#/Db,-3.181,0.029,0.0601,0.144,0.834,132.018,255600,1990,10,True
