track,artist,danceability,energy,key,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms,year,weeks-on-board,charted
Lockjaw,French Montana Featuring Kodak Black,0.615,0.648,F,-3.792,0.22,0.0411,0.277,0.26,169.912,223147,2016,13,True
You Should See Me In A Crown,Billie Eilish,0.678,0.533,E,-10.485,0.186,0.462,0.139,0.323,150.455,180953,2019,8,True
Swish Swish,Katy Perry Featuring Nicki Minaj,0.839,0.705,F,-5.194,0.0445,0.0184,0.102,0.575,119.954,242520,2017,10,True
Hot Tottie,Usher Featuring Jay-Z,0.654,0.866,F#/Gb,-4.332,0.286,0.00155,0.0928,0.669,87.525,299333,2010,16,True
Raise Your Glass,P!nk,0.7,0.709,G,-5.006,0.0839,0.0048,0.0289,0.625,122.019,202960,2011,30,True
Mr. Misunderstood,Eric Church,0.385,0.808,G,-6.67,0.045,0.0629,0.33,0.546,129.22,319240,2016,5,True
Rolex,Ayo & Teo,0.804,0.886,C#/Db,-2.512,0.04,0.0837,0.266,0.789,144.946,238587,2017,25,True
B**** I'm Madonna,Madonna Featuring Nicki Minaj,0.733,0.612,D#/Eb,-5.777,0.109,0.0478,0.161,0.553,149.999,228853,2015,2,True
Good Feeling,Flo Rida,0.706,0.89,C#/Db,-4.444,0.0688,0.0588,0.306,0.684,128.011,248133,2012,37,True
You Need To Calm Down,Taylor Swift,0.771,0.671,D,-5.617,0.0553,0.00929,0.0637,0.714,85.026,171360,2019,21,True
Butterfly Doors,Lil Pump,0.925,0.397,F,-11.265,0.169,0.0889,0.144,0.429,130.008,132923,2019,2,True
Somebody,Natalie La Rose Featuring Jeremih,0.83,0.52,C,-8.714,0.0376,0.000792,0.0656,0.735,104.99,189907,2015,26,True
Don't Cry,Lil Wayne Featuring XXXTENTACION,0.585,0.709,G#/Ab,-6.072,0.319,0.409,0.183,0.21,111.913,249450,2018,3,True
The Heart Of Dixie,Danielle Bradbery,0.456,0.637,F#/Gb,-4.773,0.0354,0.0171,0.194,0.436,155.95,209453,2014,13,True
Stereo Love,Edward Maya & Vika Jigulina,0.773,0.736,A,-5.589,0.0383,0.0335,0.104,0.212,127.056,184000,2011,28,True
Nice To Meet Ya,Niall Horan,0.591,0.841,E,-4.351,0.0304,0.0119,0.395,0.392,109.034,158805,2020,14,True
Setting Fires,The Chainsmokers Featuring XYLO,0.627,0.717,G#/Ab,-5.751,0.0376,0.017,0.261,0.561,105.05,247427,2016,2,True
Sidewalks,The Weeknd Featuring Kendrick Lamar,0.542,0.721,C#/Db,-5.136,0.0625,0.147,0.348,0.623,149.831,231360,2017,4,True
Clique,"Kanye West, Jay-Z, Big Sean",0.66,0.539,A,-5.947,0.324,0.0534,0.222,0.307,109.318,293613,2013,22,True
Mama's Song,Carrie Underwood,0.341,0.659,D,-5.419,0.0357,0.442,0.096,0.269,79.987,240240,2011,19,True
Liv Tonight,Nelly Featuring Keri Hilson,0.591,0.91,G#/Ab,-4.593,0.0882,0.00492,0.0525,0.655,135.024,271053,2010,1,True
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,0.72,0.763,A,-4.068,0.0523,0.406,0.18,0.742,101.965,251088,2017,27,True
Come Join The Murder,The White Buffalo & The Forest Rangers,0.529,0.445,F,-7.156,0.0275,0.67,0.106,0.179,124.166,448093,2014,1,True
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,0.76,0.479,D,-5.574,0.0466,0.556,0.0703,0.913,89.911,158040,2019,53,True
Train Food,XXXTENTACION,0.492,0.712,A,-7.278,0.691,0.564,0.357,0.23,137.453,164083,2018,1,True
Nights Like This,Kehlani Featuring Ty Dolla $ign,0.61,0.725,G#/Ab,-5.131,0.15,0.367,0.154,0.291,146.163,201788,2019,9,True
Infrared,Pusha T,0.674,0.578,A#/Bb,-8.768,0.298,0.0518,0.72,0.163,112.265,170240,2018,1,True
Girl In A Country Song,Maddie & Tae,0.59,0.908,G#/Ab,-3.789,0.084,0.285,0.36,0.874,160.028,217840,2015,20,True
Jump Right In,Zac Brown Band,0.697,0.82,C#/Db,-5.108,0.0575,0.0888,0.143,0.655,104.022,180813,2013,15,True
TATI,6ix9ine Featuring DJ SPINKING,0.779,0.767,B,-5.462,0.258,0.00214,0.102,0.523,91.981,154565,2018,5,True
Codeine Dreaming,Kodak Black Featuring Lil Wayne,0.736,0.604,C#/Db,-7.357,0.222,0.0652,0.124,0.574,155.007,264532,2018,14,True
We Are The World 25: For Haiti,Artists For Haiti,0.348,0.717,E,-5.634,0.0882,0.311,0.0786,0.28,66.21,416778,2010,5,True
Glory And Gore,Lorde,0.689,0.377,C#/Db,-8.761,0.0397,0.285,0.268,0.294,143.946,210738,2014,3,True
No Such Thing As A Broken Heart,Old Dominion,0.65,0.782,G#/Ab,-4.295,0.0721,0.295,0.107,0.944,171.988,176893,2017,19,True
You & I,One Direction,0.574,0.329,C#/Db,-6.829,0.0274,0.22,0.0986,0.356,130.993,237933,2014,11,True
Red Room,Offset,0.936,0.559,G,-8.587,0.157,0.479,0.128,0.527,112.347,241440,2019,3,True
Wicked Games,The Weeknd,0.658,0.591,A,-5.197,0.0309,0.00959,0.325,0.326,114.078,323747,2013,20,True
New Freezer,Rich The Kid Featuring Kendrick Lamar,0.884,0.698,C,-9.101,0.364,0.0405,0.195,0.575,140.068,191938,2018,19,True
Gangnam Style,PSY,0.727,0.937,B,-2.871,0.287,0.00417,0.091,0.749,132.067,219493,2013,31,True
One Man Band,Old Dominion,0.706,0.358,F#/Gb,-8.331,0.0348,0.677,0.107,0.478,75.991,186240,2020,28,True
All To Myself,Dan + Shay,0.646,0.781,C#/Db,-4.616,0.0313,0.208,0.125,0.565,94.975,169920,2019,20,True
Rain Is A Good Thing,Luke Bryan,0.622,0.932,B,-4.66,0.0498,0.105,0.328,0.519,108.051,176160,2010,20,True
Meet Me Halfway,The Black Eyed Peas,0.798,0.629,B,-6.857,0.0735,0.00474,0.324,0.4,130.0,284373,2010,24,True
I,Lil Skies,0.649,0.453,F#/Gb,-7.28,0.085,0.627,0.116,0.431,99.183,181891,2019,4,True
I'm Into You,Jennifer Lopez Featuring Lil Wayne,0.592,0.747,G#/Ab,-4.439,0.135,0.0181,0.0752,0.704,83.929,200133,2011,15,True
Roll In Peace,Kodak Black Featuring XXXTENTACION,0.747,0.524,A#/Bb,-6.807,0.245,0.0306,0.2,0.363,140.053,213132,2018,26,True
"Work Hard, Play Hard",Wiz Khalifa,0.787,0.666,B,-4.475,0.0485,0.0409,0.296,0.485,140.008,219027,2012,20,True
Love The Way You Lie,Eminem Featuring Rihanna,0.749,0.925,A#/Bb,-5.034,0.227,0.241,0.52,0.641,86.989,263373,2011,29,True
Topanga,Trippie Redd,0.755,0.615,E,-8.245,0.0454,0.00587,0.109,0.039,105.955,215364,2018,5,True
A Guy With A Girl,Blake Shelton,0.552,0.893,C,-4.593,0.0383,0.0158,0.105,0.777,163.948,189467,2017,17,True
I Won't Let Go,Rascal Flatts,0.557,0.406,E,-7.083,0.0278,0.742,0.113,0.222,131.96,227760,2011,20,True
Novacane,Frank Ocean,0.762,0.508,D#/Eb,-9.112,0.0919,0.0584,0.16,0.37,93.51,302347,2011,4,True
We Dem Boyz,Wiz Khalifa,0.717,0.862,G#/Ab,-4.736,0.054,0.00689,0.321,0.52,130.021,224933,2014,20,True
Lay Me Down,Sam Smith,0.468,0.19,E,-11.138,0.0373,0.919,0.107,0.326,125.319,219536,2015,20,True
Rope,Foo Fighters,0.511,0.728,B,-4.874,0.037,2.52e-05,0.0725,0.541,138.179,259027,2011,13,True
Holy Grail,Jay Z Featuring Justin Timberlake,0.675,0.534,D,-6.901,0.0831,0.0594,0.256,0.156,145.08,338413,2014,27,True
Motiv8,J. Cole,0.869,0.385,E,-7.801,0.297,0.135,0.0931,0.596,149.897,133922,2018,2,True
Camouflage,Brad Paisley,0.56,0.965,E,-3.67,0.0472,0.0325,0.43,0.771,113.633,266147,2012,9,True
Tuesday,I LOVE MAKONNEN Featuring Drake,0.77,0.664,C,-5.604,0.211,0.215,0.105,0.472,140.163,321987,2015,22,True
Today,Brad Paisley,0.347,0.632,D,-6.998,0.0381,0.539,0.121,0.285,74.257,229338,2017,11,True
MEGATRON,Nicki Minaj,0.893,0.641,C#/Db,-3.051,0.272,0.128,0.086,0.771,94.017,190747,2019,5,True
I Love You This Big,Scotty McCreery,0.521,0.647,A,-6.344,0.0295,0.0922,0.123,0.326,83.963,246120,2011,16,True
Stubborn Love,The Lumineers,0.598,0.56,C,-11.679,0.0375,0.607,0.196,0.221,115.01,279000,2013,15,True
Kill A Word,Eric Church Featuring Rhiannon Giddens,0.651,0.732,D,-8.037,0.0381,0.0164,0.0925,0.638,85.023,199213,2017,15,True
The Lazy Song,Bruno Mars,0.738,0.804,B,-3.851,0.0621,0.332,0.279,0.949,174.943,190213,2011,27,True
Comin Out Strong,Future Featuring The Weeknd,0.628,0.481,C#/Db,-7.775,0.475,0.29,0.118,0.33,108.761,254370,2017,3,True
Homegrown,Zac Brown Band,0.712,0.801,F#/Gb,-3.742,0.029,0.0249,0.134,0.956,105.007,205000,2015,20,True
My Chick Bad,Ludacris Featuring Nicki Minaj,0.624,0.723,C#/Db,-6.782,0.378,0.172,0.483,0.757,84.789,216933,2010,20,True
Bright,Echosmith,0.646,0.431,F#/Gb,-8.517,0.0262,0.637,0.113,0.292,90.034,220627,2015,20,True
Didn't You Know How Much I Loved You,Kellie Pickler,0.524,0.791,A,-4.696,0.0396,0.244,0.0981,0.248,137.872,285187,2010,2,True
Temporary Home,Carrie Underwood,0.416,0.354,C,-6.357,0.0263,0.731,0.0925,0.181,80.767,268560,2010,20,True
LoveHate Thing,Wale Featuring Sam Dew,0.736,0.691,G#/Ab,-6.118,0.169,0.0771,0.0422,0.18,99.954,267400,2013,8,True
***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,0.639,0.659,G#/Ab,-7.273,0.215,0.241,0.484,0.457,136.801,234413,2015,20,True
No Complaints,Metro Boomin Featuring Offset & Drake,0.913,0.498,D,-10.742,0.165,0.0829,0.0799,0.217,123.975,261733,2017,5,True
Change Locations,Drake & Future,0.788,0.328,C,-9.991,0.392,0.0207,0.118,0.213,137.85,220862,2015,3,True
Let Me See Ya Girl,Cole Swindell,0.523,0.834,F#/Gb,-3.561,0.0281,0.254,0.393,0.445,92.99,187587,2015,18,True
Every Time I Hear That Song,Blake Shelton,0.523,0.725,D,-5.448,0.0339,0.0558,0.0937,0.528,155.855,214800,2017,11,True
Deja Vu,J. Cole,0.657,0.421,A,-11.378,0.412,0.352,0.187,0.181,174.063,264747,2017,20,True
Press,Cardi B,0.888,0.525,C#/Db,-5.665,0.305,0.029,0.137,0.243,133.983,143792,2019,16,True
Tell Me You Love Me,Demi Lovato,0.538,0.6,F#/Gb,-5.463,0.0489,0.0273,0.147,0.26,81.888,236987,2018,20,True
Try Me,The Weeknd,0.456,0.679,G#/Ab,-5.778,0.064,0.596,0.129,0.107,92.026,221107,2018,2,True
Yours,Russell Dickerson,0.555,0.722,B,-6.005,0.034,0.119,0.0861,0.559,134.058,216960,2018,20,True
Ocean Eyes,Billie Eilish,0.511,0.363,E,-7.65,0.041,0.816,0.084,0.169,144.892,200379,2019,20,True
I Was Jack (You Were Diane),Jake Owen,0.603,0.866,F#/Gb,-3.541,0.0443,0.0819,0.0521,0.543,94.057,187027,2018,11,True
Give It All We Got Tonight,George Strait,0.577,0.649,G,-7.031,0.027,0.253,0.0798,0.339,130.313,251333,2013,20,True
When We,Tank,0.635,0.324,F#/Gb,-9.51,0.0769,0.165,0.108,0.0741,117.863,309120,2018,20,True
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,0.726,0.554,F,-5.29,0.0917,0.0421,0.106,0.335,169.999,190440,2019,20,True
All The Right Moves,OneRepublic,0.529,0.948,C,-3.527,0.0474,0.258,0.283,0.65,146.024,238000,2010,34,True
Know Yourself,Drake,0.733,0.412,B,-8.687,0.225,0.196,0.342,0.179,114.413,275840,2015,20,True
Half Of My Heart,John Mayer,0.681,0.593,F,-9.327,0.0251,0.435,0.106,0.731,115.058,250373,2010,20,True
Bad Habits,Maxwell,0.661,0.67,B,-7.645,0.258,0.0873,0.0794,0.661,148.02,352280,2010,14,True
Turn The Night Up,Enrique Iglesias,0.78,0.74,C,-5.31,0.042,0.00554,0.0979,0.214,128.002,197733,2013,6,True
Talk That Talk,Rihanna Featuring Jay-Z,0.734,0.766,C#/Db,-4.485,0.0383,0.025,0.108,0.6,127.986,215227,2012,20,True
1400 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,0.825,0.572,F#/Gb,-6.067,0.0864,0.0079,0.113,0.568,141.991,175954,2018,3,True
Footloose,Blake Shelton,0.52,0.924,G,-4.748,0.0686,0.00121,0.128,0.844,173.98,218493,2011,2,True
Never Enough,Loren Allred,0.277,0.394,G#/Ab,-8.903,0.0336,0.423,0.0952,0.227,86.777,207787,2018,4,True
Let Her Go,Passenger,0.479,0.545,G,-7.346,0.0688,0.365,0.0963,0.244,74.897,252733,2014,43,True
How Far I'll Go,Auli'i Cravalho,0.571,0.307,C#/Db,-10.958,0.0499,0.649,0.178,0.108,83.72,163387,2017,20,True
Love Me Harder,Ariana Grande & The Weeknd,0.448,0.71,C#/Db,-5.095,0.0578,0.196,0.638,0.273,104.024,83785,2015,22,True
L$D,A$AP Rocky,0.598,0.252,D,-15.086,0.0647,0.193,0.0992,0.0352,120.06,238307,2015,3,True
Chanel (Go Get It),Young Thug Featuring Gunna & Lil Baby,0.938,0.5,E,-10.08,0.144,0.00183,0.077,0.462,140.011,201707,2018,4,True
$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,0.858,0.697,D,-5.361,0.23,0.114,0.224,0.364,98.012,290836,2016,19,True
A Sky Full Of Stars,Coldplay,0.551,0.636,F#/Gb,-7.125,0.0281,0.00713,0.217,0.153,124.996,268467,2014,26,True
Bad And Boujee,Migos Featuring Lil Uzi Vert,0.927,0.665,B,-5.313,0.244,0.061,0.123,0.175,127.076,343150,2017,36,True
On Fire,Lil Wayne,0.626,0.866,B,-4.065,0.0408,0.00316,0.171,0.545,132.031,248240,2010,2,True
Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",0.684,0.823,A,-3.297,0.0773,0.0744,0.111,0.647,91.048,208163,2017,9,True
Part Of Me,Katy Perry,0.678,0.918,F,-4.63,0.0355,0.000417,0.0744,0.769,130.028,216160,2012,22,True
American Saturday Night,Brad Paisley,0.487,0.938,E,-5.466,0.0533,0.0721,0.522,0.733,157.795,274200,2010,15,True
I'm Ready,AJR,0.628,0.867,A,-3.555,0.0913,0.0108,0.308,0.597,78.043,227311,2014,11,True
Gangsta,Kehlani,0.439,0.447,A#/Bb,-8.318,0.0436,0.111,0.303,0.11,121.48,177029,2016,12,True
Play It Again,Luke Bryan,0.506,0.886,B,-3.225,0.0655,0.0916,0.0734,0.595,143.935,226867,2014,20,True
American Girl,Bonnie McKee,0.66,0.816,C,-4.332,0.0344,0.00976,0.59,0.66,127.97,224107,2013,6,True
Family Man,Craig Campbell,0.554,0.621,B,-7.076,0.0269,0.162,0.155,0.151,155.817,219187,2011,6,True
Blem,Drake,0.726,0.535,G,-7.804,0.0476,0.0533,0.0984,0.375,98.067,216558,2017,4,True
Brand New,Ben Rector,0.555,0.933,A,-5.04,0.113,0.0026,0.122,0.421,144.874,243933,2016,5,True
Raging Fire,Phillip Phillips,0.557,0.833,G,-4.671,0.073,0.00867,0.0621,0.449,125.909,234693,2014,8,True
Die For Me,Post Malone Featuring Future & Halsey,0.614,0.66,C,-2.848,0.0441,0.19,0.211,0.452,145.01,245267,2019,5,True
Hide Away,Daya,0.885,0.801,B,-4.716,0.0882,0.225,0.0733,0.466,95.011,192376,2016,27,True
Mask Off,Future,0.833,0.434,D,-8.795,0.431,0.0102,0.165,0.281,150.062,204600,2017,31,True
A Woman Like You,Lee Brice,0.592,0.584,G,-7.422,0.0305,0.245,0.0862,0.371,160.048,209787,2012,20,True
Fix,Chris Lane,0.532,0.883,C,-2.743,0.0352,0.0951,0.304,0.7,99.995,190240,2016,12,True
Mr. Saxobeat,Alexandra Stan,0.72,0.925,E,-4.165,0.0511,0.0276,0.14,0.781,127.004,195105,2011,20,True
Keep Them Kisses Comin',Craig Campbell,0.704,0.767,F#/Gb,-5.708,0.0398,0.0524,0.361,0.889,120.035,159827,2014,10,True
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,0.834,0.372,C#/Db,-11.99,0.0358,0.799,0.275,0.976,96.628,150267,2021,10,True
Memories,David Guetta Featuring Kid Cudi,0.544,0.87,G#/Ab,-6.103,0.26,0.0015,0.246,0.502,129.984,210093,2011,18,True
If It Ain't Love,Jason Derulo,0.503,0.843,A#/Bb,-4.991,0.316,0.0487,0.344,0.778,128.63,203105,2016,8,True
Money To Blow,Birdman Featuring Lil Wayne & Drake,0.708,0.578,F#/Gb,-8.686,0.0631,0.0095,0.353,0.696,133.03,258587,2010,20,True
Rude,MAGIC!,0.774,0.756,C#/Db,-4.995,0.0389,0.0423,0.305,0.931,144.032,224840,2015,41,True
Call On Me,Starley,0.67,0.838,C,-4.031,0.0362,0.0604,0.159,0.717,104.998,222041,2017,18,True
Cheerleader,OMI,0.78,0.68,E,-6.081,0.0305,0.141,0.138,0.594,118.026,180560,2016,35,True
The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,0.703,0.757,C#/Db,-3.612,0.05,0.617,0.106,0.696,82.008,221747,2018,23,True
Lego House,Ed Sheeran,0.592,0.637,B,-8.48,0.0992,0.562,0.13,0.565,159.701,185093,2013,16,True
Runaway,Kanye West Featuring Pusha T,0.571,0.568,C#/Db,-3.827,0.0703,0.218,0.512,0.109,86.986,547733,2011,13,True
Hillbilly Bone,Blake Shelton Featuring Trace Adkins,0.603,0.946,G,-4.172,0.0463,0.0558,0.114,0.912,144.019,224907,2010,20,True
OOOUUU,Young M.A,0.635,0.847,G,-3.152,0.447,0.533,0.154,0.568,166.072,234650,2017,20,True
That's My Girl,Fifth Harmony,0.596,0.851,F,-4.245,0.121,0.0358,0.365,0.612,202.049,204013,2016,3,True
Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",0.828,0.609,C#/Db,-4.402,0.0694,0.0916,0.291,0.707,109.725,292593,2016,20,True
Prayer In C,Lillywood & Robin Schulz,0.763,0.875,A,-5.797,0.0262,0.024,0.599,0.8,123.013,189413,2015,20,True
Dedication,Nipsey Hussle Featuring Kendrick Lamar,0.512,0.734,G#/Ab,-5.448,0.438,0.431,0.226,0.168,93.995,245813,2019,2,True
Where Do Broken Hearts Go,One Direction,0.565,0.862,E,-3.715,0.0326,0.0014,0.105,0.647,122.994,229040,2014,1,True
Bad Liar,Selena Gomez,0.965,0.414,C#/Db,-6.408,0.0713,0.189,0.0767,0.728,121.032,214648,2017,14,True
Worth It,YK Osiris,0.764,0.528,F,-4.082,0.0588,0.468,0.0811,0.422,123.936,189253,2019,25,True
Unconditionally,Katy Perry,0.397,0.725,G,-4.862,0.043,0.00266,0.208,0.358,128.861,228879,2014,20,True
Little Toy Guns,Carrie Underwood,0.434,0.868,G,-1.208,0.0603,0.00407,0.0919,0.204,161.886,210760,2015,18,True
Omerta,Drake,0.646,0.899,F#/Gb,-2.232,0.298,0.0337,0.232,0.685,164.119,219507,2019,2,True
Into The Unknown,Idina Menzel & AURORA,0.323,0.405,A#/Bb,-8.533,0.0413,0.849,0.138,0.274,145.104,194848,2020,12,True
The Fix,Nelly Featuring Jeremih,0.812,0.479,G#/Ab,-6.47,0.0429,0.0485,0.102,0.0873,95.505,173045,2016,20,True
Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",0.734,0.892,D,-1.856,0.125,0.0648,0.58,0.605,138.031,303533,2012,22,True
The Way,Ariana Grande Featuring Mac Miller,0.645,0.877,F,-3.208,0.113,0.294,0.0759,0.861,82.324,227027,2013,26,True
Rich,Maren Morris,0.565,0.855,F,-4.189,0.0557,0.0445,0.32,0.852,74.98,208893,2018,8,True
Up Down,Morgan Wallen Featuring Florida Georgia Line,0.589,0.882,F#/Gb,-3.039,0.035,0.0813,0.146,0.793,129.915,197253,2018,20,True
P.Y.T. (Pretty Young Thing),Glee Cast,0.846,0.77,A,-4.768,0.0692,0.162,0.205,0.896,127.362,236427,2011,1,True
Animal,Glee Cast,0.571,0.646,F,-6.244,0.0412,0.105,0.0615,0.761,147.921,191373,2011,1,True
Stay,Zedd & Alessia Cara,0.69,0.622,F,-5.025,0.0622,0.253,0.116,0.544,102.04,210091,2017,31,True
Remember You,Wiz Khalifa Featuring The Weeknd,0.726,0.775,D,-4.174,0.269,0.217,0.212,0.777,127.943,289600,2013,16,True
Heartbreak Warfare,John Mayer,0.624,0.554,D,-8.113,0.0225,0.191,0.299,0.311,97.031,269720,2010,20,True
2 Reasons,Trey Songz Featuring T.I.,0.734,0.746,B,-5.088,0.0762,0.00135,0.178,0.539,94.033,197627,2012,20,True
Shining,DJ Khaled Featuring Beyonce & JAY Z,0.768,0.807,D,-5.508,0.106,0.053,0.214,0.575,112.001,284000,2017,14,True
Still Here,Drake,0.833,0.431,C,-9.604,0.194,0.0267,0.633,0.224,133.938,189853,2016,10,True
Run Up,Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj,0.803,0.743,C#/Db,-3.602,0.0681,0.105,0.099,0.674,108.005,203180,2017,1,True
Whispers In The Dark,Mumford & Sons,0.385,0.73,D,-7.82,0.0409,0.00382,0.123,0.36,134.659,195867,2012,4,True
Locked Out Of Heaven,Bruno Mars,0.726,0.698,F,-4.165,0.0431,0.049,0.309,0.867,143.994,233478,2013,36,True
Word Crimes,"""Weird Al"" Yankovic",0.897,0.43,G,-12.759,0.0551,0.0118,0.0473,0.964,121.987,223120,2014,2,True
Issues,Julia Michaels,0.728,0.415,G#/Ab,-6.852,0.0639,0.401,0.0616,0.455,114.145,176320,2017,29,True
Check It Out,will.i.am & Nicki Minaj,0.849,0.657,C#/Db,-5.124,0.0599,0.0601,0.121,0.741,130.107,252027,2011,15,True
4422,Drake Featuring Sampha,0.61,0.229,B,-12.36,0.0333,0.558,0.113,0.19,111.887,186293,2017,2,True
Young Dumb & Broke,Khalid,0.798,0.539,C#/Db,-6.351,0.0421,0.199,0.165,0.394,136.949,202547,2018,36,True
Want U Back,Cher Lloyd,0.694,0.891,A,-2.94,0.0949,0.0562,0.561,0.563,97.939,214573,2012,20,True
The Moment I Knew,Taylor Swift,0.62,0.506,G,-7.327,0.0312,0.187,0.102,0.275,126.015,285560,2013,1,True
Molly,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",0.831,0.783,F,-6.719,0.0527,0.079,0.35,0.771,140.046,218440,2013,12,True
Craving You,Thomas Rhett Featuring Maren Morris,0.613,0.839,A,-3.799,0.0352,0.000854,0.341,0.526,104.975,223627,2017,20,True
Something To Do With My Hands,Thomas Rhett,0.561,0.932,C#/Db,-4.443,0.0433,0.00841,0.0992,0.495,126.116,199347,2012,4,True
The Boys of Fall,Kenny Chesney,0.503,0.648,G,-6.243,0.027,0.227,0.378,0.39,147.942,391853,2010,18,True
Mixed Personalities,YNW Melly Featuring Kanye West,0.661,0.44,D,-9.104,0.0803,0.457,0.128,0.352,149.937,230400,2019,18,True
A Little More Summertime,Jason Aldean,0.482,0.823,A,-4.446,0.0661,0.0386,0.0948,0.451,167.665,219547,2016,13,True
U Can't Touch This,Glee Cast,0.801,0.947,G,-4.515,0.0954,0.00866,0.122,0.92,133.381,247160,2010,1,True
Confident,Justin Bieber Featuring Chance The Rapper,0.738,0.563,F,-5.467,0.11,0.113,0.191,0.876,134.132,248133,2014,3,True
Hey Pretty Girl,Kip Moore,0.345,0.375,D,-10.762,0.0292,0.158,0.26,0.0898,83.214,215920,2013,20,True
Good Vibes,Chris Janson,0.582,0.846,C,-2.771,0.0451,0.022,0.133,0.736,92.004,165587,2019,13,True
Shots,LMFAO Featuring Lil Jon,0.825,0.856,C#/Db,-1.912,0.0476,0.00851,0.127,0.207,128.016,222133,2010,18,True
One Time,Justin Bieber,0.691,0.853,C#/Db,-2.528,0.0372,0.0631,0.082,0.762,145.999,215867,2010,25,True
