track,artist,danceability,energy,key,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms,year,weeks-on-board,charted
Ek Ong Kaar,Snatam Kaur,0.483,0.354,F,-12.720999999999998,0.0288,0.73,0.113,0.247,111.807,522853.0,2010.0,0,False
Steel Reason,Nobuo Uematsu,0.473,0.865,G#/Ab,-7.547999999999999,0.0515,0.0294,0.0887,0.606,125.986,256975.0,2010.0,0,False
Hurt Locker - Main,Xzibit,0.475,0.918,B,-5.081,0.358,0.0667,0.279,0.746,88.62700000000002,261424.0,2010.0,0,False
World A Music,Epeak,0.6859999999999999,0.966,B,-1.7,0.129,0.0312,0.1639999999999999,0.6890000000000001,89.979,346753.0,2010.0,0,False
Hráli Jsme Kličkovanou,Dalibor Janda,0.602,0.619,A,-7.558,0.448,0.345,0.136,0.738,153.994,178853.0,2010.0,0,False
Priye Ak La Fwa,Benedict Lamartine,0.27,0.407,D,-6.729,0.033,0.889,0.209,0.191,129.683,322907.0,2010.0,0,False
"Der große Entwurf - Eine neue Erklärung des Universums, Kapitel 127",Stephen Hawking,0.691,0.305,A#/Bb,-15.066,0.8340000000000001,0.093,0.425,0.639,97.492,106176.0,2010.0,0,False
Władcy much (prod. Matheo),Donguralesko,0.152,0.979,A#/Bb,-13.077,0.352,0.138,0.154,0.0292,77.509,333120.0,2010.0,0,False
"Strauss Jr., J.: Leichtes Blut, Op. 319",Johann Strauss II,0.537,0.521,C,-13.306,0.0532,0.947,0.182,0.7,83.91799999999998,158307.0,2010.0,0,False
Yeah Yeah Oi Oi,Infant Sorrow,0.327,0.894,G,-3.338,0.0579,0.000434,0.226,0.6459999999999999,180.905,172733.0,2010.0,0,False
"Banditen-Galopp, Op.378 (1875) - Live",Johann Strauss II,0.544,0.64,F,-16.024,0.7659999999999999,0.951,0.669,0.5489999999999999,86.84700000000002,162760.0,2010.0,0,False
Nicht Egal,Berlin Boom Orchestra,0.903,0.598,C#/Db,-8.041,0.0728,0.275,0.076,0.873,95.016,205853.0,2010.0,0,False
SexyBack (feat. Timbaland) - Linus Loves Remix,Justin Timberlake,0.8,0.636,G#/Ab,-5.726,0.0678,0.000267,0.0997,0.877,121.999,378693.0,2010.0,0,False
"Folge 15: Der Schatz im Dschungeltempel, Teil 21",Die Playmos,0.474,0.416,D,-11.828,0.457,0.5660000000000001,0.331,0.443,87.223,91067.0,2010.0,0,False
So bist Du - Missing Shots TMTQ Cut,Oli. P,0.684,0.7440000000000001,G#/Ab,-7.917999999999998,0.189,0.0464,0.0518,0.831,166.234,214333.0,2010.0,0,False
Menek 100,Boutaïba Sghir,0.708,0.5529999999999999,G#/Ab,-7.807,0.0648,0.732,0.149,0.893,90.02,217107.0,2010.0,0,False
Mùa Xuân Của Mẹ,Quang Le,0.542,0.628,D,-6.041,0.0264,0.252,0.173,0.345,99.886,294893.0,2010.0,0,False
Pozé remix - Live Miami,D'zine,0.5820000000000001,0.941,C,-4.343,0.0372,0.47,0.314,0.866,103.454,612258.0,2010.0,0,False
Hey Hey - DF's Attention Vocal Mix,Dennis Ferrer,0.5429999999999999,0.897,B,-7.995,0.186,0.0136,0.0675,0.784,126.012,432825.0,2010.0,0,False
Üzüm,Ferhat Göçer,0.8009999999999999,0.71,F,-6.408,0.0265,0.458,0.0686,0.606,111.964,198034.0,2010.0,0,False
Qhawe,SANGE,0.645,0.741,F,-6.211,0.0494,0.55,0.209,0.8320000000000001,90.948,246867.0,2010.0,0,False
Eksaireseis,Yorgos Rous,0.8059999999999999,0.926,G#/Ab,-4.066,0.0352,0.1689999999999999,0.105,0.96,130.996,251533.0,2010.0,0,False
Kapitel 01: Im Land der Fjordpferde (Folge 53),Wendy,0.705,0.241,C,-16.614,0.955,0.688,0.398,0.603,77.376,95237.0,2010.0,0,False
Folge 15: Der Atlantis-Effekt - Teil 14,Team Xtreme,0.585,0.258,D,-18.224,0.584,0.0995,0.688,0.143,113.573,83333.0,2010.0,0,False
I'm Feelin' It,KiD XQuiziT,0.6890000000000001,0.5670000000000001,A#/Bb,-6.791,0.413,0.0226,0.108,0.696,90.908,219690.0,2010.0,0,False
Si Kuptoj [album Lajme T'Kqija ] 2010,Anonimos,0.8690000000000001,0.479,G,-8.374,0.272,0.0471,0.253,0.407,108.945,187362.0,2010.0,0,False
Naane Indhiran,Devi Sri Prasad,0.7829999999999999,0.917,A#/Bb,-4.096,0.156,0.139,0.301,0.931,87.516,331893.0,2010.0,0,False
Lêa Qeraji,Mikail Aslan,0.4320000000000001,0.499,C#/Db,-9.602,0.0467,0.292,0.0853,0.32,159.993,299816.0,2010.0,0,False
"Der große Entwurf - Eine neue Erklärung des Universums, Kapitel 10",Stephen Hawking,0.617,0.325,F#/Gb,-14.709,0.858,0.174,0.118,0.695,55.81100000000001,115528.0,2010.0,0,False
Renegade - The Qemists VIP,The Qemists,0.429,0.933,A,-5.807,0.0925,0.000386,0.0987,0.041,139.757,301154.0,2010.0,0,False
NONSTOP Vui VKL - DJ Bancho,DJ Bancho,0.79,0.789,B,-7.35,0.0504,0.0195,0.412,0.7859999999999999,140.006,5054694.0,2010.0,0,False
Dragons,TGC,0.7390000000000001,0.872,G#/Ab,-5.985,0.0433,0.18,0.0732,0.757,114.039,204775.0,2010.0,0,False
"Blow Up Your TV (Spanish Pipe Dream) - Live at Five Seasons Center, Cedar Rapids, IA - December 1987",John Denver,0.609,0.464,A,-7.3820000000000014,0.0282,0.743,0.856,0.73,102.826,126467.0,2010.0,0,False
HD YC KC,HalfDead,0.536,0.716,C#/Db,-5.688,0.0897,0.139,0.217,0.155,92.079,224443.0,2010.0,0,False
169 - Tatort Dschungel - Teil 24,TKKG,0.706,0.62,G#/Ab,-12.826,0.946,0.385,0.347,0.246,50.589,72120.0,2010.0,0,False
El Taconazo,Cheyo y Trino Hnos. Salinas,0.557,0.441,F#/Gb,-8.962,0.34,0.799,0.178,0.795,182.615,164824.0,2010.0,0,False
Kapitel 3: Freunde für's Leben,Yakari,0.6709999999999999,0.672,G#/Ab,-6.6960000000000015,0.774,0.688,0.409,0.632,100.075,268737.0,2010.0,0,False
Czas,PIH,0.6659999999999999,0.68,G,-6.131,0.351,0.574,0.304,0.654,92.056,211360.0,2010.0,0,False
Flame,Joana Zimmer,0.525,0.691,C,-6.67,0.0322,0.331,0.222,0.695,153.94299999999996,229692.0,2010.0,0,False
"Der Kuss des Kjer, Kapitel 133",Lynn Raven,0.629,0.301,F#/Gb,-19.074,0.961,0.115,0.157,0.275,167.74200000000005,212157.0,2010.0,0,False
Leavin' Home,CW Ayon,0.565,0.44,D#/Eb,-14.77,0.0287,0.95,0.109,0.233,103.598,187000.0,2010.0,0,False
I Finally Found - JVA Remix,DJ Shog,0.6559999999999999,0.92,D#/Eb,-8.105,0.0513,0.0187,0.677,0.201,126.009,462000.0,2010.0,0,False
The Battle (Un-curable),Rescator,0.258,0.677,E,-19.295,0.0911,0.00346,0.495,0.0935,105.48,195448.0,2010.0,0,False
3alamni Zmane,I*sham,0.748,0.823,F,-4.917,0.127,0.525,0.183,0.866,91.991,256052.0,2010.0,0,False
"Der Kuss des Kjer, Kapitel 36",Lynn Raven,0.7140000000000001,0.262,F#/Gb,-17.032,0.939,0.175,0.149,0.5,112.773,211609.0,2010.0,0,False
"Der Kuss des Kjer, Kapitel 32",Lynn Raven,0.654,0.206,F#/Gb,-16.555,0.947,0.216,0.196,0.509,91.137,211708.0,2010.0,0,False
Zruck zu Dir ( Hallo Klaus ) (Catania MIx-Xtended),Nickerbocker & Biene,0.737,0.938,F#/Gb,-7.516,0.0537,0.0312,0.3670000000000001,0.923,131.02,322027.0,2010.0,0,False
"Tschick, Kapitel 57",Wolfgang Herrndorf,0.706,0.258,C#/Db,-21.769,0.949,0.436,0.14,0.605,129.411,283702.0,2010.0,0,False
Qtzlquoakmn,Paul Santa Maria,0.373,0.158,C#/Db,-16.284000000000002,0.028,0.7240000000000001,0.116,0.04,62.39,122067.0,2010.0,0,False
Mr. Walrus - XGenix Remix,Heatbeat,0.74,0.979,G,-4.813,0.1669999999999999,0.00161,0.638,0.227,127.992,450942.0,2010.0,0,False
Zichor,Avraham Fried,0.297,0.286,D,-12.586,0.0464,0.8540000000000001,0.244,0.155,86.396,496520.0,2010.0,0,False
Dancing On My Own - Radio Edit,Robyn,0.653,0.904,F#/Gb,-4.918,0.0369,0.00789,0.454,0.168,117.101,216547.0,2010.0,0,False
Beast Mode,xKore,0.583,0.898,F,-6.857,0.1689999999999999,0.00324,0.191,0.385,140.07,258912.0,2010.0,0,False
Aibishter,Tzlil V'zemer Boys Choir,0.3720000000000001,0.194,A#/Bb,-15.49,0.0269,0.738,0.18,0.197,74.59100000000002,293853.0,2010.0,0,False
Jein - Radio Edit,Fettes Brot,0.534,0.88,C#/Db,-6.202000000000001,0.143,0.0257,0.243,0.564,109.634,249573.0,2010.0,0,False
Living With Ghosts,The Black Pacific,0.4320000000000001,0.951,A#/Bb,-4.847,0.075,0.00293,0.334,0.568,160.035,183427.0,2010.0,0,False
Kapitel 06: Im Land der Fjordpferde (Folge 53),Wendy,0.628,0.416,C#/Db,-15.01,0.884,0.725,0.348,0.677,68.793,94364.0,2010.0,0,False
X's & O's,Jeremih,0.488,0.632,C#/Db,-6.678999999999999,0.132,0.0257,0.117,0.524,175.797,232453.0,2010.0,0,False
Eu Gosto Assim,Pedro Paulo & Alex,0.894,0.79,F#/Gb,-8.865,0.0435,0.146,0.0206,0.965,130.04,162467.0,2010.0,0,False
Sindbad (Titellied),Honey B,0.654,0.816,A#/Bb,-8.429,0.0463,0.0186,0.0532,0.972,124.662,103240.0,2010.0,0,False
Concierto De Oquendo (feat. Manny Oquendo),Herman Olivera,0.556,0.613,A,-12.074000000000002,0.0571,0.693,0.0877,0.863,101.671,712181.0,2010.0,0,False
Soldier On - Rusko's F'kin Seagull Remix,The Temper Trap,0.564,0.4,B,-9.26,0.0394,0.00543,0.165,0.322,145.007,309893.0,2010.0,0,False
Crazy Switch - Jquintel's Crazy Drums Mix,mLe,0.773,0.976,C#/Db,-4.612,0.0607,9.9e-05,0.307,0.67,132.644,86759.0,2010.0,0,False
Alain Delon,Ozan Doğulu,0.643,0.823,B,-6.305,0.0501,0.00433,0.143,0.821,176.007,231957.0,2010.0,0,False
WTF! - Haezer Remix,The Boomzers,0.743,0.534,F#/Gb,-5.7620000000000005,0.0728,0.00119,0.111,0.287,129.98,276500.0,2010.0,0,False
Van Halen Is A Rockstar [Mix Cut] - Original Mix,Brennan Heart,0.6629999999999999,0.947,F#/Gb,-5.234,0.174,0.0167,0.338,0.355,151.713,219587.0,2010.0,0,False
House of Night - Ungezähmt - Teil 1,P.C. Cast,0.628,0.293,F,-14.2,0.965,0.411,0.154,0.527,168.87,391440.0,2010.0,0,False
"Betrübet Ist Zu Dieser Frist, WV 104",Gwendolyn Toth,0.187,0.125,E,-18.968,0.0338,0.994,0.142,0.145,94.099,195093.0,2010.0,0,False
Walking in the Rain,Dumbfoundead,0.754,0.626,C#/Db,-7.739,0.148,0.0971,0.283,0.8270000000000001,87.37200000000001,268800.0,2010.0,0,False
WTF,John Powell,0.165,0.16,G,-14.57,0.039,0.356,0.443,0.0486,112.414,76800.0,2010.0,0,False
XO,Mike Posner,0.778,0.6679999999999999,C#/Db,-5.085,0.0496,0.0801,0.0456,0.7090000000000001,115.048,180813.0,2010.0,0,False
Liv Tonight,Nelly Featuring Keri Hilson,0.591,0.91,G#/Ab,-4.593,0.0882,0.00492,0.0525,0.655,135.024,271053.0,2010.0,1,True
U Can't Touch This,Glee Cast,0.801,0.947,G,-4.515,0.0954,0.00866,0.122,0.92,133.381,247160.0,2010.0,1,True
Listen,Glee Cast,0.517,0.644,B,-5.366,0.0491,0.174,0.111,0.195,122.694,219253.0,2010.0,1,True
Tell Me Something Good,Glee Cast,0.693,0.759,A,-4.544,0.0566,0.364,0.207,0.881,81.031,194867.0,2010.0,1,True
All Or Nothing,Theory Of A Deadman,0.419,0.785,A#/Bb,-4.483,0.0313,0.0289,0.0799,0.332,152.053,210560.0,2010.0,1,True
Another One Bites The Dust,Glee Cast,0.95,0.432,A,-5.457,0.109,0.0249,0.155,0.769,109.99,180760.0,2010.0,1,True
Dirty Picture,Taio Cruz Featuring Ke$ha,0.719,0.687,C#/Db,-5.923,0.0643,0.021,0.109,0.544,119.92,219520.0,2010.0,1,True
Billionaire,Glee Cast,0.791,0.721,F#/Gb,-5.588,0.0939,0.259,0.104,0.66,87.034,211440.0,2010.0,1,True
"It's A Man's, Man's Man's World",Glee Cast,0.645,0.375,D#/Eb,-6.138,0.0279,0.729,0.102,0.534,81.027,176413.0,2010.0,1,True
Good Vibrations,Glee Cast,0.753,0.975,G,-4.621,0.104,0.00223,0.0229,0.585,122.001,253333.0,2010.0,1,True
Outta Your Mind,Lil Jon Featuring LMFAO,0.876,0.984,G#/Ab,-2.018,0.274,0.234,0.0505,0.642,99.976,250747.0,2010.0,1,True
Ice Ice Baby,Glee Cast,0.98,0.816,G,-8.087,0.0831,0.0192,0.0554,0.787,120.019,205120.0,2010.0,1,True
I Can Do Anything,3OH!3,0.54,0.906,F,-4.652,0.236,0.00247,0.368,0.438,169.94,190880.0,2010.0,1,True
Stutter,Maroon 5,0.711,0.882,C#/Db,-2.772,0.0333,0.0171,0.111,0.813,119.991,196920.0,2010.0,1,True
Rap Song,T-Pain Featuring Rick Ross,0.419,0.669,G,-7.738,0.29,0.0117,0.166,0.477,85.661,237800.0,2010.0,1,True
Loser,Glee Cast,0.701,0.864,D#/Eb,-4.351,0.0631,0.00331,0.0421,0.811,106.034,199000.0,2010.0,1,True
Don't Let Me Fall,B.o.B,0.543,0.73,C#/Db,-6.086,0.0384,0.00631,0.213,0.267,150.187,275387.0,2010.0,1,True
Run Joey Run,Glee Cast Featuring Jonathan Groff,0.331,0.714,G,-5.634,0.0834,0.129,0.318,0.268,151.097,171667.0,2010.0,1,True
Empire State Of Mind (Part II) Broken Down,Alicia Keys,0.479,0.368,F#/Gb,-7.784,0.0341,0.739,0.118,0.142,92.959,216480.0,2010.0,1,True
What I Did For Love,Glee Cast,0.281,0.404,G#/Ab,-7.52,0.033,0.462,0.304,0.0859,76.084,222373.0,2010.0,1,True
Ooh Baby,Mario,0.622,0.593,G#/Ab,-6.779,0.0363,0.00611,0.263,0.374,75.025,220400.0,2010.0,1,True
Hell Breaks Loose,Eminem Featuring Dr. Dre,0.57,0.883,A#/Bb,-3.099,0.219,0.129,0.0949,0.911,78.887,244160.0,2010.0,1,True
The End,Kings Of Leon,0.332,0.586,D#/Eb,-6.307,0.0362,0.0014,0.063,0.228,79.787,264013.0,2010.0,1,True
G.R.I.N.D. (Get Ready It's A New Day),Asher Roth,0.673,0.84,C,-4.81,0.0535,0.0214,0.321,0.398,123.077,218880.0,2010.0,1,True
Ready To Love Again,Lady Antebellum,0.555,0.638,E,-5.012,0.027,0.313,0.122,0.185,102.676,173267.0,2010.0,1,True
The Crow & The Butterfly,Shinedown,0.319,0.781,F,-3.496,0.0329,0.0013,0.0944,0.238,149.002,253600.0,2010.0,1,True
Elevator,Eminem,0.796,0.793,G,-3.911,0.318,0.323,0.332,0.556,90.51,292933.0,2010.0,1,True
Telephone,Glee Cast,0.729,0.805,F,-5.183,0.0329,0.00363,0.11,0.749,122.021,222960.0,2010.0,1,True
Deja Vu,3OH!3,0.654,0.817,B,-4.908,0.266,0.0816,0.41,0.794,127.991,184667.0,2010.0,1,True
Physical,Glee Cast Featuring Olivia Newton-John,0.834,0.633,E,-11.442,0.0422,0.0631,0.313,0.904,123.815,224773.0,2010.0,1,True
Didn't You Know How Much I Loved You,Kellie Pickler,0.524,0.791,A,-4.696,0.0396,0.244,0.0981,0.248,137.872,285187.0,2010.0,2,True
