track,artist,danceability,energy,key,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms,year,weeks-on-board,charted
Ballad Of A Menace,C.P.O.,0.769,0.916,F,-6.697,0.26,0.188,0.229,0.968,88.191,273640.0,1990.0,0,False
أنا بتبع قلبي,Abdallah Al Rowaished,0.706,0.7659999999999999,C,-4.246,0.0369,0.731,0.216,0.6729999999999999,87.398,231000.0,1990.0,0,False
"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2",Frédéric Chopin,0.411,0.0487,A#/Bb,-25.68,0.0383,0.985,0.0944,0.101,128.859,248933.0,1990.0,0,False
Caméra terminus,Hubert-Félix Thiéfaine,0.7490000000000001,0.746,A,-6.955,0.039,0.134,0.0716,0.939,132.856,217707.0,1990.0,0,False
This Is Compton,Compton's Most Wanted,0.93,0.332,D,-16.687,0.331,0.0143,0.0982,0.594,95.177,274960.0,1990.0,0,False
Tahitipalmen und Ukulele,Stefan Waggershausen,0.737,0.542,G,-12.598,0.0339,0.601,0.187,0.979,149.683,278107.0,1990.0,0,False
"Hop Khuc 2: Toi Muon, Yeu Doi Yeu Nguoi, Thuong Nhau Ngay Mua",Elvis Phuong,0.546,0.324,F,-17.846,0.0333,0.378,0.0833,0.623,118.978,386252.0,1990.0,0,False
Time for Letting Go,Jude Cole,0.708,0.564,F,-9.322,0.0266,0.182,0.11,0.7709999999999999,109.491,259693.0,1990.0,0,False
Donne italiane,Pooh,0.541,0.665,G,-4.808,0.0282,0.495,0.136,0.449,103.918,273333.0,1990.0,0,False
Auf der Autobahn,Slavko Avsenik und seine Original Oberkrainer,0.7070000000000001,0.636,G,-11.045,0.0385,0.775,0.0721,0.968,121.641,152280.0,1990.0,0,False
Pieni ystäväin,Ari Klem,0.59,0.879,D,-5.558,0.0482,0.4270000000000001,0.329,0.871,140.16299999999998,159800.0,1990.0,0,False
Mer losse d'r Dom in Kölle,Bläck Fööss,0.726,0.682,A,-8.721,0.031,0.7090000000000001,0.319,0.885,113.754,210040.0,1990.0,0,False
Hals Ueber Kopf,Nicki,0.7120000000000001,0.916,F#/Gb,-7.921,0.03,0.00764,0.32,0.976,124.097,199800.0,1990.0,0,False
Padre Que Estas en el Cielo,M'Kaddesh,0.471,0.5920000000000001,C#/Db,-4.396,0.0275,0.674,0.142,0.214,124.111,555912.0,1990.0,0,False
King of The Mountain - 2011 Remaster,Midnight Oil,0.556,0.939,A,-3.627,0.0483,0.0393,0.0816,0.831,147.92600000000004,231520.0,1990.0,0,False
Kumovi Kumovi,Ipce Ahmedovski,0.7020000000000001,0.6920000000000001,C,-13.45,0.129,0.272,0.179,0.8,147.52100000000004,223400.0,1990.0,0,False
L'altra donna,Pooh,0.412,0.7170000000000001,F#/Gb,-3.56,0.03,0.7170000000000001,0.0862,0.291,143.708,275227.0,1990.0,0,False
"Lara's Theme (from the film ""Dr. Zhivago"")",Andreyev Balalaika Ensemble,0.295,0.402,G,-18.077,0.034,0.413,0.205,0.561,142.029,193000.0,1990.0,0,False
Juke Box Jive,The Rubettes,0.404,0.727,F#/Gb,-9.938,0.0472,5.51e-06,0.0982,0.5489999999999999,173.425,182240.0,1990.0,0,False
Ghir Naachak Fik Oua Nmout,Cheb Hasni,0.257,0.8170000000000001,C,-1.155,0.0525,0.406,0.081,0.409,187.098,338053.0,1990.0,0,False
U stóp szklanych gór,Bajm,0.573,0.3720000000000001,D,-12.75,0.0313,0.5920000000000001,0.0914,0.179,100.039,283227.0,1990.0,0,False
É Assim Que Te Amo,Chitãozinho & Xororó,0.239,0.51,C,-11.583,0.0382,0.351,0.316,0.348,180.457,260467.0,1990.0,0,False
Ko Je Onaj Mladic,Mitar Mirić,0.48,0.716,A#/Bb,-7.144,0.101,0.529,0.0242,0.4920000000000001,89.602,236813.0,1990.0,0,False
Crazy Girl,Fischer-Z,0.852,0.5760000000000001,G,-15.8,0.108,0.0459,0.0629,0.966,143.817,267533.0,1990.0,0,False
Xraxse,Bob James,0.562,0.287,C,-21.624,0.0365,0.6990000000000001,0.0481,0.368,153.924,272507.0,1990.0,0,False
I'm Wit Dat,Compton's Most Wanted,0.72,0.539,A#/Bb,-14.09,0.209,0.0259,0.1669999999999999,0.7909999999999999,173.97400000000005,296573.0,1990.0,0,False
Sjelefred,CC Cowboys,0.5670000000000001,0.769,A,-7.396,0.0391,0.00138,0.072,0.6,127.143,196467.0,1990.0,0,False
"Vill, Vakker & Våt",CC Cowboys,0.536,0.877,C,-6.129,0.0367,0.000103,0.151,0.799,123.479,220733.0,1990.0,0,False
Yksi ainoa ihminen,Eila Pienimäki,0.6920000000000001,0.343,A,-12.758,0.0351,0.48,0.106,0.523,110.762,238507.0,1990.0,0,False
Roses For Mama,C.W. McCall,0.378,0.344,G,-16.851,0.0791,0.825,0.189,0.515,93.902,208667.0,1990.0,0,False
Come Next Monday,K.T. Oslin,0.754,0.524,A,-11.011,0.04,0.254,0.0474,0.862,81.94,230227.0,1990.0,0,False
Qf 1990 (Intro),Quiet Force,0.486,0.399,F#/Gb,-26.209,0.797,0.7859999999999999,0.95,0.398,73.973,78000.0,1990.0,0,False
Comin' Back for More,C.W. McCall,0.802,0.535,D#/Eb,-12.177,0.112,0.0963,0.0592,0.943,139.918,233200.0,1990.0,0,False
Mountains of Burma - 2011 Remaster,Midnight Oil,0.442,0.833,D,-4.572,0.0398,0.111,0.267,0.396,134.435,294653.0,1990.0,0,False
"Gluck: Orphée et Eurydice, Wq. 41, Act 3 Scene 1: Air, ""J'ai perdu mon Eurydice"" (Orphée)",Christoph Willibald Gluck,0.259,0.0735,G,-22.512,0.053,0.953,0.0942,0.143,90.83,211707.0,1990.0,0,False
Nechte Zvony Znít,Marta Kubišová,0.441,0.346,C,-13.731,0.0308,0.327,0.109,0.6,141.82299999999995,230160.0,1990.0,0,False
Old Man Atom,Sons of the Pioneers,0.614,0.39,E,-10.936,0.0835,0.951,0.0953,0.76,107.703,193773.0,1990.0,0,False
Sylvia: Pizzicato,Léo Delibes,0.342,0.0192,D#/Eb,-39.219,0.0533,0.875,0.0615,0.189,159.236,105000.0,1990.0,0,False
Judas,Yngwie Malmsteen,0.635,0.732,G#/Ab,-12.206,0.0388,0.0167,0.126,0.662,116.639,265533.0,1990.0,0,False
What Do You Want,Yngwie Malmsteen,0.5710000000000001,0.84,C#/Db,-10.769,0.0372,0.0733,0.136,0.5579999999999999,106.908,229373.0,1990.0,0,False
"Baby, It's Cold Outside (with K.T. Oslin)",Barry Manilow,0.5870000000000001,0.147,A#/Bb,-19.924,0.0454,0.696,0.122,0.252,82.295,319360.0,1990.0,0,False
Cradle Of Love,Billy Idol,0.612,0.942,D#/Eb,-4.588,0.0399,0.0163,0.0909,0.622,144.03799999999995,281467.0,1990.0,0,False
Dağlarda Kar Olsaydım,Ahmet Kaya,0.467,0.305,C#/Db,-18.51,0.0517,0.898,0.632,0.331,105.353,371194.0,1990.0,0,False
Ilarié,Xuxa,0.721,0.8590000000000001,C#/Db,-14.454,0.172,0.3,0.0244,0.794,143.667,298933.0,1990.0,0,False
La luna ha vent'anni,Pooh,0.535,0.6970000000000001,B,-4.828,0.0297,0.63,0.18,0.508,137.94899999999998,275733.0,1990.0,0,False
My Dad Snores,John Williamson,0.4,0.0413,D,-19.38,0.0391,0.775,0.124,0.395,95.719,152040.0,1990.0,0,False
Písničková Vzducholoď,Heidi Janku,0.583,0.7070000000000001,A,-12.65,0.0298,0.0209,0.376,0.92,131.249,234293.0,1990.0,0,False
In the Fen Country,Ralph Vaughan Williams,0.0618,0.0547,D,-20.935,0.048,0.98,0.0798,0.0287,65.42,1064880.0,1990.0,0,False
Ugly Papa,Dana Gillespie,0.4970000000000001,0.713,F,-7.427,0.19,0.0737,0.0758,0.939,181.917,173000.0,1990.0,0,False
Yksinäinen pihlaja,Toni Rossi,0.448,0.242,C,-14.432,0.0287,0.496,0.134,0.445,112.586,194333.0,1990.0,0,False
"Accellerationen Walzer, Op. 234",Johann Strauss II,0.351,0.138,G,-17.538,0.0356,0.908,0.931,0.3229999999999999,105.815,521493.0,1990.0,0,False
Dalekohlad,Milan Lasica,0.457,0.8009999999999999,F,-7.223,0.0369,0.0156,0.15,0.621,107.093,145680.0,1990.0,0,False
"The Sleeping Beauty, Op. 66: No. 7 Valse",Pyotr Ilyich Tchaikovsky,0.252,0.126,A#/Bb,-17.416,0.0347,0.943,0.375,0.275,92.794,304507.0,1990.0,0,False
Nothing Left to Do,FSB,0.6970000000000001,0.518,D,-18.51,0.0463,0.151,0.0834,0.733,138.219,293347.0,1990.0,0,False
542 lunes et 7 jours environ,Hubert-Félix Thiéfaine,0.623,0.56,G,-12.285,0.112,0.107,0.203,0.71,123.784,286427.0,1990.0,0,False
"Tat oder Wahrheit (feat. Majubiese, White like Xno, Glanz, Souri",Zentrifugal,0.86,0.631,F#/Gb,-8.005,0.296,0.0172,0.292,0.718,90.986,375120.0,1990.0,0,False
"Bach, CPE: Oboe Sonata in G Minor, Wq. 135: I. Adagio",Carl Philipp Emanuel Bach,0.248,0.0476,F#/Gb,-26.524,0.0408,0.833,0.122,0.103,116.452,100240.0,1990.0,0,False
Doğum Günü,Ahmet Kaya,0.415,0.24,E,-17.49,0.0477,0.867,0.6709999999999999,0.279,126.888,180280.0,1990.0,0,False
There Won't Be No Country Music,C.W. McCall,0.623,0.698,G,-12.112,0.0493,0.22,0.139,0.565,120.04,232800.0,1990.0,0,False
The Salaminizer,Gwar,0.448,0.93,C#/Db,-9.633,0.0655,1.3699999999999998e-05,0.0754,0.404,94.632,215534.0,1990.0,0,False
Ka Z'chut,Ira Heller,0.642,0.7,C,-10.955,0.105,0.525,0.371,0.835,163.023,141793.0,1990.0,0,False
A 200 X Hora,Banda Renacer,0.718,0.615,C,-7.077999999999999,0.053,0.16,0.0838,0.884,82.905,199920.0,1990.0,0,False
Tää ystävyys,Arja Koriseva,0.619,0.318,B,-12.105,0.0314,0.4920000000000001,0.107,0.324,89.625,260546.0,1990.0,0,False
Purcell : Funeral Sentences for the death of Queen Mary II Z27 : I March,Henry Purcell,0.194,0.017,C,-24.59800000000001,0.0335,0.981,0.105,0.068,81.70100000000002,137467.0,1990.0,0,False
Involuntary Movement,Fischer-Z,0.489,0.0974,D,-14.056,0.0344,0.922,0.0819999999999999,0.317,80.807,177267.0,1990.0,0,False
Making Love,Yngwie Malmsteen,0.556,0.883,G#/Ab,-11.182,0.0579,0.00436,0.242,0.291,115.65,296773.0,1990.0,0,False
Self Destruct,Anne Clark,0.715,0.637,D,-13.293,0.0743,0.0178,0.0571,0.934,159.463,296907.0,1990.0,0,False
Chocobos!,Nobuo Uematsu,0.754,0.283,A,-22.798,0.439,0.537,0.109,0.975,155.173,38840.0,1990.0,0,False
"Piano Concerto No.2 In F, Op.102: 2. Andante",Dmitri Shostakovich,0.241,0.00307,C,-41.133,0.0428,0.978,0.0781,0.049,111.515,449467.0,1990.0,0,False
Låt mej värma din frusna själv,Robert Broberg,0.454,0.0297,C,-14.854,0.0579,0.942,0.157,0.537,86.96700000000001,52667.0,1990.0,0,False
Majko,Toma Zdravkovic,0.27,0.515,D,-9.139,0.033,0.266,0.172,0.359,114.096,244264.0,1990.0,0,False
Moscow Nights (Midnight in Moscow),Vladimir Troshin,0.281,0.084,C,-20.813,0.0364,0.975,0.101,0.261,117.896,271040.0,1990.0,0,False
5 Variants of Dives and Lazarus,Ralph Vaughan Williams,0.0,0.127,B,-16.824,0.0,0.96,0.112,0.0,0.0,812880.0,1990.0,0,False
Sama,Vesna Zmijanac,0.7340000000000001,0.675,F,-10.257,0.0488,0.293,0.35,0.852,110.004,239794.0,1990.0,0,False
'n Braziliaans Feestje (Lambada),De Strangers,0.77,0.852,G#/Ab,-10.089,0.0493,0.11,0.397,0.872,117.902,209027.0,1990.0,0,False
Receta de Xuxa,Xuxa,0.7040000000000001,0.9,B,-10.889,0.0396,0.594,0.125,0.856,141.016,212933.0,1990.0,0,False
Crispy Critters,C.W. McCall,0.706,0.687,G,-13.005999999999998,0.284,0.758,0.312,0.7070000000000001,112.64,176307.0,1990.0,0,False
Cinio Sam Cuda,Ipce Ahmedovski,0.619,0.6409999999999999,A#/Bb,-12.444,0.111,0.303,0.0848,0.835,147.546,170840.0,1990.0,0,False
Vivo por Ti,Los Kjarkas,0.635,0.642,A,-5.444,0.0613,0.5379999999999999,0.121,0.684,95.851,229738.0,1990.0,0,False
Penthouse Eyes,ZZ Top,0.669,0.779,C,-9.589,0.029,0.00074,0.184,0.95,111.998,227240.0,1990.0,0,False
All die ganzen Jahre,Die Toten Hosen,0.514,0.867,E,-5.822,0.036,0.000429,0.0922,0.248,120.122,206840.0,1990.0,0,False
Den flyvende kuffert,Bubber,0.725,0.31,A,-12.665,0.954,0.317,0.0809,0.8109999999999999,124.781,683200.0,1990.0,0,False
Sa Prize (Part 2),N.W.A.,0.721,0.8290000000000001,B,-9.178,0.47,0.107,0.402,0.642,100.139,358640.0,1990.0,0,False
Dokunma,Orhan Gencebay,0.407,0.443,A#/Bb,-12.183,0.0383,0.657,0.0913,0.6409999999999999,109.776,311773.0,1990.0,0,False
Tumbling Tumbleweeds,Sons of the Pioneers,0.319,0.488,B,-8.064,0.0299,0.8809999999999999,0.156,0.242,81.024,162800.0,1990.0,0,False
"Symphony No.4 In D Minor, Op.120: 1. Ziemlich langsam - Lebhaft",Robert Schumann,0.204,0.19,D,-18.053,0.0366,0.942,0.109,0.132,89.48700000000002,660133.0,1990.0,0,False
Unchained Melody - Orchestral,Maurice Jarre,0.13,0.146,D,-18.899,0.0401,0.308,0.171,0.0399,97.569,239746.0,1990.0,0,False
NPOKMOP,Éric Serra,0.51,0.253,D,-18.859,0.051,0.7340000000000001,0.104,0.0576,175.472,245267.0,1990.0,0,False
Tschekistenlied,Erich-Weinert-Ensemble,0.636,0.491,D#/Eb,-8.684,0.0331,0.6509999999999999,0.326,0.7929999999999999,64.131,135080.0,1990.0,0,False
Devil In Disguise,Yngwie Malmsteen,0.473,0.733,G#/Ab,-11.68,0.0437,0.023,0.0715,0.302,77.47399999999998,371600.0,1990.0,0,False
Plakala Je,Toma Zdravkovic,0.49,0.799,G,-7.772,0.0436,0.0474,0.161,0.71,96.196,228157.0,1990.0,0,False
"Konzert für Piccoloblockflöte, Streicher und Basso continuo No. 4 in C-dur, PV 79, R443: Allegro",Antonio Vivaldi,0.525,0.128,C,-20.065,0.0389,0.936,0.107,0.319,112.67,257227.0,1990.0,0,False
Jelena,Toma Zdravkovic,0.441,0.622,D,-8.68,0.0374,0.0805,0.384,0.528,103.49,193708.0,1990.0,0,False
Fjólublátt flauel,Bubbi Morthens,0.6629999999999999,0.616,D#/Eb,-8.552,0.028,0.0884,0.0661,0.479,125.803,295822.0,1990.0,0,False
Sick of You,Gwar,0.657,0.535,C#/Db,-9.715,0.047,0.000329,0.318,0.738,132.257,188830.0,1990.0,0,False
Doubleback,ZZ Top,0.655,0.6729999999999999,F,-10.187,0.0301,0.0698,0.3720000000000001,0.5579999999999999,123.913,236200.0,1990.0,0,False
The Heart That You Own,Dwight Yoakam,0.623,0.422,E,-9.079,0.0228,0.256,0.146,0.611,96.792,190413.0,1990.0,0,False
"Konzert für Piccoloblockflöte, Streicher und Basso continuo No. 4 in C-dur, PV 79, R443: Largo",Antonio Vivaldi,0.155,0.0453,E,-27.11,0.043,0.951,0.0779,0.184,81.852,239200.0,1990.0,0,False
El Hijo De La Cumbia,J.L.B. Y Cía,0.7509999999999999,0.6679999999999999,A#/Bb,-9.801,0.0458,0.402,0.0924,0.967,108.436,217653.0,1990.0,0,False
Ég veit ei hvað skal segja,Björk Guðmundsdóttir,0.597,0.55,D,-12.431,0.132,0.249,0.209,0.861,142.599,184738.0,1990.0,0,False
"Serenade for Strings in C Major, Op. 48, TH 48: III. Elegie",Pyotr Ilyich Tchaikovsky,0.11,0.0653,D,-21.188,0.0466,0.948,0.217,0.0369,89.029,545760.0,1990.0,0,False
Der Gorilla mit der Sonnenbrille,Volker Rosin,0.76,0.684,G,-8.693999999999999,0.0382,0.565,0.0875,0.967,103.866,173973.0,1990.0,0,False
Zoo-zumains-zébus,Hubert-Félix Thiéfaine,0.569,0.8740000000000001,F#/Gb,-9.18,0.0546,0.0717,0.173,0.903,168.817,239200.0,1990.0,0,False
Ds Hippigschpängschtli,Peter Reber,0.736,0.503,G,-12.379,0.0537,0.486,0.138,0.8740000000000001,86.988,213213.0,1990.0,0,False
I'll Be Your Baby Tonight (feat. UB40),Robert Palmer,0.526,0.7659999999999999,G#/Ab,-10.348,0.0598,0.0575,0.0492,0.973,112.794,205640.0,1990.0,0,False
Studnica múdrosti,Milan Lasica,0.5820000000000001,0.807,C,-6.6610000000000005,0.0373,0.279,0.184,0.498,130.78799999999998,130960.0,1990.0,0,False
Shadow,Nusrat Fateh Ali Khan,0.0643,0.0419,F,-23.461,0.0412,0.916,0.114,0.0437,71.332,188560.0,1990.0,0,False
What Are You Doing With A Fool Like Me,Joe Cocker,0.335,0.549,G#/Ab,-11.024,0.0302,0.252,0.0822,0.48,141.547,290160.0,1990.0,1,True
Nick Of Time,Bonnie Raitt,0.886,0.312,A,-16.094,0.0579,0.37,0.103,0.783,117.692,232867.0,1990.0,3,True
Precious Love,Jody Watley,0.607,0.858,A,-9.726,0.0428,0.185,0.0732,0.965,88.041,285400.0,1990.0,3,True
I'm Not Satisfied,Fine Young Cannibals,0.777,0.804,G,-9.329,0.0427,0.214,0.092,0.83,117.001,227067.0,1990.0,3,True
Falling To Pieces,Faith No More,0.545,0.919,D,-7.679,0.0484,0.00272,0.0977,0.387,104.366,313573.0,1990.0,3,True
Only My Heart Talkin',Alice Cooper,0.24,0.91,G,-5.78,0.0815,0.0462,0.272,0.192,144.53,286493.0,1990.0,3,True
Imagination,Xymox,0.565,0.695,D#/Eb,-11.246,0.0269,0.0281,0.286,0.679,114.904,305133.0,1990.0,3,True
Advice For The Young At Heart,Tears For Fears,0.665,0.787,F,-8.393,0.0328,0.0736,0.143,0.358,122.478,290640.0,1990.0,4,True
Never Enough,The Cure,0.507,0.988,G,-3.877,0.133,0.0658,0.333,0.482,100.747,268200.0,1990.0,4,True
Let Love Rule,Lenny Kravitz,0.69,0.452,C,-12.927,0.0411,0.0293,0.0672,0.695,152.814,342160.0,1990.0,4,True
You Make Me Feel (Mighty Real),Jimmy Somerville,0.62,0.905,A#/Bb,-5.214,0.0277,0.0176,0.331,0.801,134.986,235573.0,1990.0,4,True
Breakdown,Seduction,0.784,0.896,C#/Db,-9.705,0.0682,0.311,0.317,0.744,106.835,301893.0,1990.0,4,True
99 Worlds,Peter Wolf,0.648,0.913,C,-10.41,0.0363,0.202,0.656,0.914,133.302,216107.0,1990.0,4,True
Chain Of Fools,Little Caesar,0.613,0.77,D,-8.626,0.0447,0.00333,0.318,0.607,116.129,328160.0,1990.0,4,True
Love Me Just For Me,Special Generation,0.711,0.63,D,-8.048,0.0433,0.00781,0.0564,0.806,150.022,238320.0,1990.0,4,True
Me-U=Blue,Glenn Medeiros (Featuring The Stylistics),0.629,0.532,A#/Bb,-12.164,0.0288,0.0122,0.321,0.397,76.143,255333.0,1990.0,4,True
What Will I Do,Timmy T.,0.609,0.738,C,-6.624,0.0518,0.00481,0.292,0.928,126.234,248173.0,1990.0,4,True
Doin' The Do,Betty Boo,0.807,0.971,F,-7.174,0.0621,0.00975,0.0648,0.921,120.374,220533.0,1990.0,4,True
Got To Have Your Love,Mantronix Featuring Wondress,0.763,0.505,A#/Bb,-13.669,0.0753,0.179,0.0497,0.96,105.632,383333.0,1990.0,4,True
Foolish Heart,Sharon Bryant,0.642,0.419,C#/Db,-12.609,0.0316,0.481,0.0523,0.755,95.6,279840.0,1990.0,5,True
1-2-3,The Chimes,0.826,0.611,F#/Gb,-12.571,0.0648,0.0336,0.0498,0.919,109.801,203360.0,1990.0,5,True
House Of Broken Love,Great White,0.581,0.468,A,-15.763,0.0314,0.0251,0.0831,0.49,116.04,358427.0,1990.0,5,True
Figure Of Eight,Paul McCartney,0.723,0.595,E,-9.159,0.0301,0.158,0.117,0.564,114.106,207200.0,1990.0,5,True
"Hearts In Trouble (From ""Days Of Thunder"")",Chicago,0.555,0.838,F,-9.055,0.0352,0.0342,0.0654,0.564,86.78,316493.0,1990.0,5,True
A Dreams A Dream,Soul II Soul,0.711,0.652,F#/Gb,-13.49,0.0447,0.0269,0.0565,0.544,103.258,338867.0,1990.0,5,True
You Can't Get Away,Shana,0.637,0.858,A,-13.407,0.0363,0.189,0.432,0.943,114.036,253907.0,1990.0,5,True
New Power Generation,Prince,0.717,0.809,C,-9.358,0.0636,0.0486,0.0297,0.679,111.279,219507.0,1990.0,5,True
Bad Love,Eric Clapton,0.559,0.862,G,-7.819,0.0514,0.283,0.546,0.434,124.596,308747.0,1990.0,5,True
Drag My Bad Name Down,The 4 Of Us,0.596,0.934,C,-3.884,0.0391,0.0125,0.94,0.488,101.013,271187.0,1990.0,5,True
Too Hot,Loverboy,0.506,0.827,E,-8.788,0.0341,0.000214,0.0937,0.687,126.815,263867.0,1990.0,5,True
Dub Be Good To Me,Beats International,0.866,0.315,G,-17.73,0.0609,0.000926,0.123,0.695,95.906,217627.0,1990.0,5,True
"Tomorrow (A Better You, Better Me)",Quincy Jones With Tevin Campbell,0.336,0.636,F,-6.185,0.0378,0.671,0.105,0.387,81.986,286867.0,1990.0,5,True
I'm Free,The Soup Dragons,0.645,0.931,G,-6.041,0.0752,0.0973,0.0739,0.876,103.273,211693.0,1990.0,5,True
That's Not Her Style,Billy Joel,0.65,0.899,D,-4.694,0.0331,0.0412,0.263,0.814,118.245,308000.0,1990.0,6,True
All Lips N' Hips,Electric Boys,0.561,0.927,G,-9.808,0.0586,0.0886,0.343,0.11,93.209,264827.0,1990.0,6,True
I Don't Know,Michael Morales,0.593,0.618,A#/Bb,-11.099,0.034,0.46,0.121,0.549,97.093,236840.0,1990.0,6,True
Love Is A Rock,REO Speedwagon,0.562,0.832,C,-9.279,0.0368,0.217,0.0505,0.443,106.033,336467.0,1990.0,6,True
Try To Find Me,Gorky Park,0.222,0.227,E,-15.769,0.0325,0.0469,0.0925,0.297,75.694,312827.0,1990.0,6,True
Walk On By,Sybil,0.682,0.722,A,-7.599,0.0496,0.013,0.0338,0.904,95.753,247267.0,1990.0,6,True
Love Is A Killer,Vixen,0.417,0.681,G,-9.796,0.0359,0.224,0.128,0.257,186.238,283307.0,1990.0,6,True
Holy Water,Bad Company,0.511,0.727,D,-10.372,0.0354,0.0534,0.24,0.708,166.103,246240.0,1990.0,6,True
When Something Is Wrong With My Baby,Linda Ronstadt (Featuring Aaron Neville),0.532,0.405,C#/Db,-11.516,0.0345,0.263,0.309,0.337,158.772,231760.0,1990.0,6,True
Whatcha Gonna Do With My Lovin',Inner City,0.695,0.855,D,-6.815,0.0387,0.00752,0.201,0.801,105.709,252053.0,1990.0,6,True
Love Is The Ritual,Styx,0.583,0.913,G#/Ab,-7.567,0.0635,0.0222,0.365,0.652,103.729,229227.0,1990.0,6,True
Rise To It,KISS,0.551,0.888,C,-10.916,0.0537,0.338,0.317,0.287,130.667,244227.0,1990.0,6,True
Spin That Wheel,Hi Tek 3 Featuring Ya Kid K,0.803,0.924,F,-7.161,0.0701,0.0112,0.0671,0.956,128.284,220360.0,1990.0,7,True
Same Old Look,Jimmy Ryser,0.554,0.927,G,-6.103,0.0351,0.0309,0.206,0.531,125.023,276360.0,1990.0,7,True
Oye Mi Canto (Hear My Voice),Gloria Estefan,0.671,0.684,G,-12.216,0.0391,0.245,0.0592,0.886,119.525,291200.0,1990.0,7,True
All Nite,Entouch Featuring Keith Sweat,0.798,0.763,C#/Db,-8.713,0.166,0.075,0.169,0.721,102.071,373560.0,1990.0,7,True
Violence Of Summer (Love's Taking Over),Duran Duran,0.679,0.773,G,-7.997,0.0292,0.384,0.161,0.714,133.018,262267.0,1990.0,7,True
Days Like These,Asia,0.606,0.683,D,-9.581,0.03,0.0925,0.125,0.715,118.864,244627.0,1990.0,7,True
Going Home,Kenny G,0.543,0.257,G,-14.322,0.0246,0.00483,0.121,0.271,80.056,256507.0,1990.0,7,True
