danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,duration_ms
0.703,0.799,-10.27,0.0688,0.00311,0.0683,0.756,101.42,253333.0
0.8240000000000001,0.634,-5.835,0.0705,0.131,0.357,0.61,94.574,315507.0
0.731,0.435,-8.338,0.0465,0.568,0.0901,0.861,167.142,374893.0
0.8,0.608,-17.006,0.0343,0.0957,0.3,0.973,120.147,171840.0
0.7959999999999999,0.621,-7.954,0.346,0.189,0.322,0.8340000000000001,92.232,214600.0
0.515,0.43,-9.935,0.0369,0.0102,0.129,0.104,91.841,238640.0
0.825,0.6779999999999999,-4.945,0.252,0.0897,0.0513,0.7809999999999999,94.783,243600.0
0.429,0.18,-13.599,0.0452,0.965,0.314,0.667,122.626,63901.0
0.884,0.553,-6.514,0.071,0.0284,0.0859,0.884,104.931,240600.0
0.67,0.766,-11.024,0.0672,0.0976,0.0472,0.456,95.754,319107.0
0.8,0.563,-10.209,0.0303,0.051,0.0797,0.961,121.808,203373.0
0.623,0.449,-13.333,0.0253,0.212,0.0613,0.572,84.383,256000.0
0.7659999999999999,0.595,-7.6560000000000015,0.0391,0.725,0.229,0.966,130.029,171160.0
0.49,0.951,-3.813,0.178,0.0072,0.116,0.535,172.264,186773.0
0.425,0.519,-9.707,0.0279,0.185,0.102,0.208,143.887,273773.0
0.416,0.146,-21.28,0.0475,0.988,0.163,0.304,114.941,196427.0
0.769,0.818,-8.176,0.0297,0.315,0.128,0.914,120.96,262080.0
0.718,0.7559999999999999,-6.339,0.0268,0.0388,0.363,0.667,102.963,250373.0
0.71,0.913,-6.4910000000000005,0.127,0.182,0.0607,0.654,99.066,292200.0
0.522,0.949,-5.216,0.073,0.0221,0.0615,0.707,165.872,336293.0
0.763,0.692,-3.934,0.156,0.0654,0.0863,0.752,90.894,263693.0
0.637,0.562,-9.926,0.0801,0.684,0.265,0.799,129.809,87532.0
0.357,0.493,-7.466,0.0278,0.261,0.159,0.102,81.212,297867.0
0.471,0.387,-9.416,0.0248,0.652,0.123,0.348,66.78699999999999,191560.0
0.773,0.794,-5.486,0.215,0.0976,0.384,0.541,90.848,331000.0
0.237,0.18,-20.849,0.0497,0.965,0.15,0.0628,93.305,668133.0
0.584,0.3,-12.154000000000002,0.0359,0.94,0.101,0.727,157.811,146307.0
0.573,0.722,-6.518,0.0295,0.182,0.29,0.59,144.209,208560.0
0.52,0.843,-6.009,0.0466,0.0488,0.157,0.5329999999999999,177.53,216533.0
0.21,0.247,-15.332,0.0369,0.941,0.102,0.5820000000000001,180.08900000000003,217320.0
0.419,0.666,-7.781,0.0401,0.0372,0.281,0.481,79.78,241973.0
0.782,0.665,-7.211,0.0754,0.135,0.438,0.707,90.709,300573.0
0.685,0.852,-7.324,0.0565,0.0613,0.0315,0.844,105.026,252133.0
0.529,0.816,-7.075,0.0385,0.276,0.192,0.825,149.769,309720.0
0.649,0.6779999999999999,-7.43,0.116,0.199,0.314,0.5760000000000001,167.415,275827.0
0.763,0.716,-12.42,0.256,0.124,0.12,0.19,81.53699999999998,286333.0
0.769,0.561,-9.352,0.0301,0.606,0.129,0.4970000000000001,119.672,226000.0
0.466,0.828,-4.289,0.24,0.0642,0.04,0.74,194.186,264840.0
0.843,0.8370000000000001,-5.37,0.267,0.261,0.222,0.774,89.095,284267.0
0.8140000000000001,0.767,-8.5,0.0595,0.00585,0.324,0.336,101.193,262307.0
0.506,0.285,-12.723,0.0313,0.737,0.333,0.607,100.443,118693.0
0.67,0.38,-10.672,0.0275,0.0285,0.25,0.268,80.882,286800.0
0.437,0.723,-7.013,0.0471,0.0884,0.113,0.344,139.765,251293.0
0.634,0.784,-11.363,0.039,0.107,0.208,0.654,119.067,298547.0
0.516,0.12,-15.308,0.0296,0.946,0.122,0.466,132.923,214640.0
0.28,0.908,-5.509,0.109,0.0327,0.18,0.26,118.698,270080.0
0.737,0.357,-15.485,0.937,0.8690000000000001,0.458,0.607,79.268,96220.0
0.345,0.659,-8.167,0.0344,0.0474,0.0994,0.154,127.873,347640.0
0.693,0.827,-6.437,0.0483,0.0114,0.32,0.906,103.087,281680.0
0.724,0.535,-7.616,0.0588,0.0477,0.0314,0.664,133.816,281493.0
0.66,0.843,-5.713,0.0305,0.236,0.149,0.566,93.01,276400.0
0.506,0.893,-8.376,0.935,0.798,0.96,0.152,57.082,208733.0
0.567,0.983,-5.01,0.0427,0.0081,0.107,0.717,135.041,204733.0
0.269,0.943,-4.74,0.0617,0.00476,0.242,0.445,99.518,187240.0
0.751,0.761,-8.151,0.147,0.0145,0.0305,0.661,111.819,260400.0
0.481,0.63,-7.503,0.0263,0.0656,0.0559,0.435,80.831,305707.0
0.703,0.804,-7.338,0.0291,0.12,0.0541,0.965,122.013,282053.0
0.623,0.264,-16.419,0.96,0.769,0.287,0.313,79.04899999999998,162603.0
0.469,0.594,-8.209,0.0403,0.0663,0.0806,0.485,167.223,222760.0
0.637,0.875,-6.292,0.0646,0.0131,0.0458,0.814,92.027,273200.0
0.506,0.924,-4.85,0.0412,0.163,0.957,0.5820000000000001,85.73299999999998,260807.0
0.62,0.905,-5.214,0.0277,0.0176,0.331,0.801,134.986,235573.0
0.339,0.871,-4.699,0.0391,0.00626,0.352,0.677,92.581,113267.0
0.216,0.238,-12.65,0.0318,0.94,0.125,0.2,182.908,241267.0
0.38,0.882,-8.196,0.11,0.00143,0.11,0.335,167.762,338440.0
0.564,0.622,-9.681,0.0405,0.29,0.184,0.969,101.994,140160.0
0.898,0.648,-8.779,0.0869,0.0402,0.0611,0.7240000000000001,123.096,248667.0
0.754,0.702,-8.033,0.0429,0.0275,0.0619,0.736,95.998,228360.0
0.53,0.855,-5.116,0.0461,0.0169,0.0628,0.511,110.14,228867.0
0.222,0.227,-15.769,0.0325,0.0469,0.0925,0.297,75.694,312827.0
0.637,0.937,-3.317,0.228,0.0423,0.0922,0.529,129.736,295133.0
0.5329999999999999,0.527,-15.114,0.145,0.644,0.405,0.6890000000000001,159.377,226373.0
0.582,0.381,-10.045,0.0256,0.595,0.132,0.283,141.947,249493.0
0.753,0.831,-6.431,0.0958,0.173,0.0927,0.505,124.151,267328.0
0.8,0.894,-7.346,0.04,0.0108,0.0285,0.967,138.48,201840.0
0.7090000000000001,0.73,-9.004,0.0541,5.26e-06,0.248,0.353,128.004,376627.0
0.196,0.159,-20.938,0.0504,0.888,0.353,0.0981,51.228,245307.0
0.7120000000000001,0.763,-11.463,0.889,0.73,0.19,0.335,127.955,185013.0
0.798,0.668,-4.824,0.091,0.0571,0.204,0.438,168.039,213733.0
0.928,0.687,-4.813,0.096,0.105,0.051,0.782,108.054,279853.0
0.613,0.721,-6.868,0.0252,0.000641,0.13,0.763,107.956,212267.0
0.726,0.659,-14.052,0.0339,0.297,0.254,0.575,125.051,281440.0
0.821,0.703,-8.464,0.24,0.192,0.0816,0.536,105.154,203627.0
0.736,0.72,-9.25,0.0396,0.0238,0.0642,0.871,112.91,267240.0
0.444,0.199,-14.508,0.0266,0.239,0.116,0.32,85.904,191960.0
0.86,0.631,-8.005,0.296,0.0172,0.292,0.718,90.986,375120.0
0.59,0.879,-5.558,0.0482,0.4270000000000001,0.329,0.871,140.16299999999998,159800.0
0.5760000000000001,0.772,-6.9620000000000015,0.0343,0.0595,0.338,0.8029999999999999,130.099,180680.0
0.606,0.298,-16.072,0.0431,0.7809999999999999,0.0927,0.343,149.036,176987.0
0.417,0.856,-5.939,0.0443,0.00743,0.186,0.441,120.038,245760.0
0.7609999999999999,0.969,-3.057,0.0498,0.0147,0.282,0.262,128.094,483950.0
0.875,0.46,-8.984,0.454,0.47,0.507,0.516,92.054,370733.0
0.539,0.597,-9.581,0.0258,0.0108,0.134,0.251,139.444,387133.0
0.632,0.833,-10.525,0.0313,0.131,0.268,0.835,132.72299999999998,93480.0
0.71,0.775,-6.953,0.0588,0.0569,0.0453,0.966,101.478,280400.0
0.789,0.735,-6.3610000000000015,0.172,0.0262,0.0729,0.6759999999999999,137.89,365640.0
0.732,0.566,-15.492,0.0337,0.0299,0.229,0.943,105.826,276227.0
0.568,0.778,-9.292,0.506,0.698,0.608,0.916,87.48899999999998,106387.0
0.509,0.207,-27.39,0.6679999999999999,0.649,0.277,0.569,82.984,76349.0
0.62,0.293,-14.805,0.115,0.935,0.305,0.908,137.872,160360.0
0.184,0.204,-17.477999999999998,0.0354,0.919,0.135,0.0729,87.074,328226.0
0.606,0.87,-9.012,0.0282,0.0119,0.127,0.855,104.99,302733.0
0.765,0.552,-16.703,0.0361,0.241,0.12,0.487,115.08,47387.0
0.5710000000000001,0.428,-12.689,0.469,0.5539999999999999,0.518,0.5670000000000001,93.567,60440.0
0.319,0.488,-8.064,0.0299,0.8809999999999999,0.156,0.242,81.024,162800.0
0.626,0.542,-8.79,0.0356,0.0906,0.115,0.375,64.951,253040.0
0.774,0.491,-11.6,0.0267,0.345,0.326,0.685,119.565,271400.0
0.547,0.62,-9.823,0.0309,0.0564,0.0937,0.426,78.598,335240.0
0.65,0.899,-4.694,0.0331,0.0412,0.263,0.814,118.245,308000.0
0.545,0.902,-5.302,0.0471,0.0556,0.196,0.777,91.251,247573.0
0.471,0.617,-8.394,0.038,0.0522,0.229,0.491,182.323,210307.0
0.553,0.611,-8.199,0.0279,0.00462,0.104,0.335,75.02,223840.0
0.0622,0.034,-24.722,0.0414,0.941,0.152,0.0356,68.173,234640.0
0.398,0.0575,-14.204,0.0566,0.893,0.0846,0.0791,58.864,158693.0
0.631,0.911,-12.213,0.0354,0.00563,0.349,0.7340000000000001,131.94299999999998,242390.0
0.516,0.733,-11.341,0.0326,0.000373,0.258,0.552,98.006,226027.0
0.851,0.514,-15.279,0.165,0.000928,0.381,0.573,100.425,285800.0
0.68,0.454,-7.464,0.0376,0.457,0.258,0.315,109.798,281472.0
0.685,0.419,-15.758,0.032,0.612,0.356,0.622,130.02200000000002,253573.0
0.537,0.892,-8.221,0.0472,0.354,0.342,0.667,142.901,112907.0
0.783,0.842,-8.838,0.054,0.0337,0.0519,0.933,117.79,265373.0
0.585,0.659,-5.643,0.025,0.282,0.259,0.517,106.497,211998.0
0.608,0.966,-2.25,0.0738,0.0445,0.294,0.843,110.64,172773.0
0.456,0.385,-12.582,0.035,0.977,0.174,0.317,89.917,277333.0
0.122,0.157,-15.25,0.0319,0.939,0.0962,0.268,171.69799999999995,220640.0
0.452,0.531,-10.703,0.0813,0.809,0.072,0.642,113.398,238760.0
0.526,0.0387,-19.96,0.0492,0.987,0.0741,0.364,117.144,256707.0
0.848,0.698,-4.885,0.241,0.0181,0.203,0.895,101.074,294960.0
0.654,0.835,-6.522,0.0656,0.0905,0.0588,0.965,82.023,226293.0
0.522,0.738,-6.423,0.031,0.0286,0.4,0.461,142.702,310533.0
0.6409999999999999,0.216,-12.51,0.181,0.282,0.105,0.302,62.789,285733.0
0.463,0.21,-17.641,0.0334,0.959,0.1639999999999999,0.365,102.389,334467.0
0.399,0.376,-11.203,0.032,0.6809999999999999,0.0685,0.134,111.025,462840.0
0.58,0.858,-7.049,0.0313,0.277,0.106,0.715,93.689,263907.0
0.895,0.768,-6.798,0.308,0.000687,0.0413,0.622,92.943,230000.0
0.664,0.993,-8.37,0.0649,0.037,0.126,0.101,159.981,485000.0
0.3,0.143,-13.088,0.0355,0.802,0.091,0.136,133.253,332690.0
0.389,0.476,-9.342,0.0316,0.619,0.255,0.566,148.117,217107.0
0.672,0.883,-9.48,0.0554,0.019,0.322,0.681,105.129,232040.0
0.758,0.321,-19.646,0.945,0.394,0.623,0.611,110.172,90133.0
0.884,0.37,-11.353,0.112,0.0188,0.026,0.883,109.997,247507.0
0.691,0.731,-9.675,0.0371,0.0079,0.108,0.83,123.044,304160.0
0.7170000000000001,0.6809999999999999,-7.487,0.0491,0.00281,0.268,0.737,97.019,205061.0
0.71,0.431,-8.333,0.0388,0.0553,0.0537,0.553,93.105,229333.0
0.711,0.729,-5.432,0.49,0.00513,0.0615,0.488,169.845,302507.0
0.461,0.82,-5.324,0.0346,0.162,0.106,0.602,186.045,257160.0
0.634,0.888,-6.864,0.108,0.105,0.315,0.939,180.911,235173.0
0.27,0.467,-18.949,0.331,0.0821,0.343,0.116,91.829,476067.0
0.813,0.882,-7.575,0.0402,0.0908,0.147,0.874,125.983,236933.0
0.69,0.651,-7.86,0.101,0.343,0.178,0.691,79.305,225333.0
0.451,0.832,-5.371,0.0429,0.314,0.0722,0.435,156.104,230133.0
0.16,0.261,-10.553,0.0363,0.897,0.124,0.0665,67.02,204867.0
0.4370000000000001,0.236,-16.426,0.0569,0.917,0.217,0.3720000000000001,90.852,183867.0
0.862,0.616,-10.76,0.223,0.00324,0.321,0.552,91.065,247973.0
0.631,0.848,-6.435,0.338,0.055,0.385,0.679,83.155,241560.0
0.409,0.609,-11.279000000000002,0.0338,0.9,0.145,0.584,99.828,218854.0
0.682,0.579,-6.526,0.101,0.467,0.0952,0.712,76.915,278760.0
0.612,0.84,-5.342,0.0422,0.0252,0.042,0.907,87.862,264827.0
0.578,0.371,-10.537,0.0283,0.632,0.165,0.188,60.504,225627.0
0.79,0.846,-5.657,0.138,0.0006929999999999,0.135,0.46,94.37,183333.0
0.609,0.695,-11.009,0.354,0.221,0.501,0.417,91.894,308627.0
0.7190000000000001,0.8220000000000001,-10.747,0.0362,0.144,0.142,0.8440000000000001,116.041,235102.0
0.769,0.539,-9.108,0.0781,0.00258,0.0739,0.573,92.172,311827.0
0.608,0.494,-12.211,0.0345,0.778,0.0926,0.879,112.421,160520.0
0.498,0.93,-5.977,0.0371,0.000204,0.145,0.757,80.575,249587.0
0.7140000000000001,0.67,-7.992000000000001,0.106,0.00564,0.36,0.307,100.971,227933.0
0.706,0.8,-10.496,0.0468,0.144,0.0998,0.931,103.074,341960.0
0.4,0.563,-10.233,0.0307,0.17,0.133,0.442,138.006,245733.0
0.608,0.402,-12.418,0.0465,0.856,0.11,0.401,80.325,235933.0
0.4970000000000001,0.713,-7.427,0.19,0.0737,0.0758,0.939,181.917,173000.0
0.771,0.597,-8.696,0.0347,0.284,0.0548,0.875,119.972,228307.0
0.737,0.869,-5.433,0.0267,0.481,0.308,0.898,126.628,193065.0
0.696,0.861,-7.298,0.0342,0.253,0.287,0.904,110.069,223453.0
0.493,0.532,-5.648,0.0348,0.828,0.105,0.585,83.76700000000002,317693.0
0.524,0.544,-9.059,0.0337,0.574,0.235,0.261,147.674,281797.0
0.59,0.672,-11.792,0.412,0.125,0.147,0.688,206.247,286440.0
0.795,0.796,-6.864,0.0463,0.00732,0.129,0.41,115.429,313440.0
0.751,0.601,-8.206,0.044,0.00823,0.0651,0.772,104.414,316467.0
0.64,0.78,-6.1770000000000005,0.0537,0.0162,0.132,0.755,91.887,254600.0
0.466,0.328,-17.709,0.546,0.435,0.3720000000000001,0.223,173.081,143933.0
0.797,0.683,-14.299,0.219,0.0816,0.296,0.885,97.984,277027.0
0.12,0.0137,-34.537,0.0478,0.919,0.0643,0.0327,95.594,292160.0
0.919,0.446,-8.761000000000001,0.407,0.0338,0.077,0.181,95.203,226187.0
0.672,0.674,-8.275,0.294,0.0751,0.132,0.8170000000000001,178.01,277667.0
0.634,0.598,-10.415,0.0962,0.0997,0.298,0.729,83.082,260440.0
0.583,0.379,-15.16,0.0352,0.356,0.191,0.667,104.633,190601.0
0.239,0.51,-11.583,0.0382,0.351,0.316,0.348,180.457,260467.0
0.376,0.24,-14.03,0.0327,0.825,0.515,0.29,139.2,391600.0
0.665,0.843,-8.47,0.0401,0.0228,0.156,0.655,116.005,239258.0
0.538,0.34,-12.064,0.0244,0.43,0.0936,0.165,76.344,230440.0
0.705,0.673,-8.347,0.0502,0.137,0.423,0.814,103.809,249200.0
0.754,0.524,-11.011,0.04,0.254,0.0474,0.862,81.94,230227.0
0.614,0.731,-9.449,0.0363,0.0784,0.374,0.726,150.023,195240.0
0.536,0.7759999999999999,-7.567,0.0658,0.384,0.0693,0.664,111.849,206373.0
0.917,0.351,-10.622,0.0603,0.552,0.0769,0.378,112.044,432307.0
0.826,0.611,-12.571,0.0648,0.0336,0.0498,0.919,109.801,203360.0
0.711,0.809,-4.648,0.324,0.00308,0.194,0.7759999999999999,95.844,209493.0
0.966,0.505,-14.762,0.111,0.0678,0.197,0.826,113.592,258533.0
0.285,0.654,-7.755,0.0387,0.0326,0.159,0.6579999999999999,163.253,239547.0
0.305,0.327,-13.491,0.0453,0.8420000000000001,0.5539999999999999,0.466,179.362,121973.0
0.927,0.679,-5.411,0.363,0.0471,0.0479,0.371,101.181,205107.0
0.48,0.109,-21.277,0.0387,0.969,0.159,0.404,128.042,55507.0
0.644,0.527,-13.16,0.0302,0.00886,0.115,0.459,125.012,203467.0
0.562,0.288,-24.012,0.237,0.478,0.15,0.289,117.293,407840.0
0.764,0.632,-7.452,0.404,0.505,0.976,0.744,95.966,213440.0
0.1669999999999999,0.0644,-22.378,0.0422,0.765,0.123,0.0373,83.7,80827.0
0.452,0.524,-10.108,0.0351,0.315,0.103,0.246,151.505,312360.0
0.657,0.76,-8.613,0.0298,0.171,0.224,0.71,107.872,274267.0
0.574,0.313,-14.227,0.0537,0.0526,0.174,0.496,139.94,290800.0
0.633,0.524,-8.99,0.074,0.862,0.0843,0.513,98.982,478493.0
0.527,0.584,-7.965,0.0314,0.0878,0.117,0.271,114.941,279413.0
0.674,0.5589999999999999,-7.9860000000000015,0.0341,0.7020000000000001,0.107,0.809,112.719,236933.0
0.625,0.621,-9.595,0.439,0.0193,0.124,0.771,88.216,224253.0
0.611,0.849,-9.124,0.0511,0.00142,0.146,0.961,118.31,251600.0
0.683,0.635,-9.027,0.0323,0.00158,0.191,0.338,110.926,184160.0
0.7340000000000001,0.335,-12.438,0.0374,0.296,0.111,0.295,122.043,304973.0
0.429,0.627,-9.581,0.0389,0.451,0.13,0.912,205.642,286493.0
0.351,0.738,-4.309,0.038,0.0797,0.0829,0.475,138.025,253413.0
0.921,0.6859999999999999,-3.517,0.259,0.182,0.0878,0.934,91.951,224427.0
0.256,0.245,-16.160999999999998,0.0331,0.962,0.239,0.0881,73.274,440333.0
0.638,0.83,-8.616,0.0289,0.000847,0.224,0.861,100.05,226345.0
0.8059999999999999,0.727,-12.047,0.347,0.202,0.421,0.757,91.952,201493.0
0.576,0.449,-8.764,0.0287,0.085,0.119,0.0552,129.323,264173.0
0.495,0.72,-6.716,0.0328,0.362,0.0986,0.511,203.805,216440.0
0.677,0.852,-10.856,0.045,0.225,0.0595,0.93,91.691,390862.0
0.708,0.54,-13.014,0.0238,0.197,0.0938,0.7829999999999999,96.223,264827.0
